teamNumber,matchNumber,avgHopperShotTime,avgKeyShotTime,didBecomeIncapacitated,didLiftoff,didStartDisabled,disfunctionalPercentage,drivingAbility,liftoffAbility,liftoffTime,lowShotTimesForBoilerAuto,lowShotTimesForBoilerTele,numGearsEjectedTele,numGearsFumbledTele,numGearsPlacedAuto,numGearsPlacedTele,numGroundGearIntakesTele,numHighShotsAuto,numHighShotsTele,numHoppersUsedAuto,numHoppersUsedTele,numHumanGearIntakesTele,numLowShotsAuto,numLowShotsTele,numRPs,rankAgility,rankBallControl,rankDefense,rankGearControl,rankSpeed,scoutName,superNotes,wasDisfunctional
9817,20,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,1,1,"['Anoushka', 'Teo']",,False
9171,57,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,"['Michael', 'Justin', 'Ellie']","didn't climb
didn't do much",False
4159,56,5.333333333333333,,False,False,False,0.0,,0,0,"[{'position': 'Other  ', 'numShots': 0, 'time': 0}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,2,0,2,4,0,0,0,0,0,0,0,2,2,0,0,2,3,"['Saif', 'Ellie', 'David']",didn't climb,False
,,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0.5,,,0,,,1,0.5,1.5,,,,,,,,,"['Ellie', 'Calvin']",,
9135,30,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,1,2,0,0,0,0,0,2,0,0,2,3,0,0,3,3,"['David', 'Jack', 'Justin']",started to climb,False
5700,56,4.0,6.555555555555556,False,True,False,0.0,,50,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",1,0,1,2,3,0,0,0,0,0,0,0,2,3,0,0,3,2,"['Kate', 'Gemma', 'Lasthenia']","score gear in auto
didn't climb",False
2135,18,,9.166666666666666,False,True,False,0.0,,50,6.268000000000001,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,2,3,"['Justin', 'Teo', 'Rachel\n']",immobilized part of match,False
2813,7,11.0,6.333333333333333,False,False,False,0.0,,0,0,"[{'position': 'Other  ', 'numShots': 3.0, 'time': 9.0}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,2,1,"['David', 'Michael', 'Astha']",,False
2659,5,,,False,True,False,0.0,,50,3.4606666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,6,5.0,0.0,0.0,0,0,0,0.0,0.0,2,3,0,0,4,2,"['Noemi', 'Noah', 'Jack']",climbed,False
5817,13,0.0,,False,True,False,0.0,,50,5.55875,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2.75,0,1,0,0,0,0,0,1,0,0,3,2,2,0,2,3,"['Nick', 'Noah', 'Teo', 'saif']",,False
1323,34,5.0,5.37037037037037,False,True,False,0.0,,50,5.400333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,0,1,15.897862232779097,90.3064133016627,0,2,0,0.0,0.0,3,2,3,0,1,2,"['Zoravar', 'Nick', 'Noah']",climbed,False
9671,52,,,False,True,False,0.0,,50,2.75,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,3,4,0.0,0.0,0,0,0,0.0,0.0,1,3,0,0,3,3,"['Louise', 'Caroline', 'Ellie']",climbed,False
1836,48,9.5,,False,True,False,0.0,,50,5.874,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,['Louise'],climbed,False
2813,27,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,3,,,,,,,,,"['Zoravar', 'Nick', 'Noah']",,
9323,16,11.333333333333334,10.666666666666668,False,True,False,0.0,,50,3.832666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,1,0,0,1,2,0,0,0,2,2,3,0,1,2,"['Tim', 'David', 'Alex']",climbed,False
4171,26,,,True,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,2,,,,,,,,,"['saif', 'Alex', 'Noemi']",,
9255,34,,,False,True,False,0.0,,50,9.69,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,3,1,0,0,2,1,"['David', 'David', 'Justin']",climbed,False
9255,22,,,False,True,False,,,,6.482,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,0,,,,,,,,,['saif'],,
1678,29,,,False,True,False,,,,3.772,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,1,,,1,3,0,,,,,,,,,"['Ellie', 'Tim']",,
3495,56,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,3,3,"['Jack', 'Alex', 'Justin']",incapacitated mid match,False
8971,37,,,False,True,False,0.0,,50,4.909,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,2,3,"['Noemi', 'saif', 'Alex']",,False
9012,50,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,3,"['Amanda', 'Astha', 'Ayush']","didn't climb
scored gear in auto",False
9012,58,,,False,True,False,0.0,,50,3.0869999999999997,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1.0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,"['Kenny', 'Michael', 'Ellie']",climbed,False
5852,32,,,False,True,False,0.0,,50,6.959666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,2,2,"['saif', 'Alex', 'Noemi']",,False
4255,11,,,False,True,False,0.0,,50,5.523333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,3,1,1,"['Noah', 'Caroline', 'Nathan']",,False
4255,15,,,False,True,False,0.0,,50,4.897666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,3,"['David', 'Alex', 'Saif']",climbed,False
6174,19,,,False,True,False,0.0,,50,7.508,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,2,1,['Teo'],climbed,False
9482,36,,8.0,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,3,2,"['Aidan', 'Louise', 'Gemma']",,False
1836,33,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,3,1,"['Gemma', 'Aidan', 'Louise']",tore rope off davit,False
9678,11,9.666666666666666,,False,True,False,0.0,,50,3.2196666666666665,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,2,"['Kenny', 'Nick', 'Michael']",,False
5012,34,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,5,5,0.0,0.0,0,0,1,0.0,0.0,3,3,0,0,3,3,"['Teo', 'Astha', 'Caroline']",did not attempt,False
1671,6,,,True,False,False,0.5,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,1,1,0.0,0.0,0,1,0,0.0,0.0,2,1,0,0,3,3,['Kate'],"incapacitated halfway through
",True
1836,38,,,False,True,False,0.0,,50,4.5445,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,3,0,0,0,0,0,0,0,2,1,0,0,1,3,"['Anoushka', 'Alex', 'David', 'Michael']",climbed,False
9971,2,8.0,4.0,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2,0,103.0,0.0,0,2,1,0.0,0.0,0,2,3,0,1,2,"['Nick', 'Lasthenia', 'Ayush']",did not attempt,False
4159,1,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",1,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,3,"['Alex', 'Zoravar', 'Nathan']",didn't attatch,False
2813,52,,,False,True,False,0.0,,50,7.707000000000001,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,0,0,3,0,0,0,0,0,2,0,0,2,1,0,0,1,1,"['Kenny', 'Jack', 'Gemma']","climbed
",False
4159,9,,,False,True,False,0.0,,50,12.665000000000001,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1.0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,2,3,"['Teo', 'saif', 'Anoushka']","
",False
2813,58,9.0,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,0,0,0,0,3,0,0,2,3,0,0,2,1,"['David', 'Gemma', 'Amanda']",only climbed mid way,False
2073,59,,,False,True,False,0.0,,50,3.973333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,4,4.0,0,0,0,0,0,0,0,2,3,0,0,3,3,"['Justin', 'Anoushka', 'Jack']",climbed,False
9671,11,,,False,True,False,0.0,,50,1.956,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0.5,1,5,5.5,0.0,195.0,0,0.5,0,0.0,0.0,2,3,0,0,3,3,"['Amanda', 'Justin']",,False
5012,9,5.0,,False,True,False,0.0,,50,1.5506666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,3,2,"['Justin', 'Nick', 'Ellie']",,False
5012,3,4.5,,False,True,False,0.0,,50,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,3,0,0,0,0,0,0,0,0,2,0,3,3,3,"['Nick', 'Zoravar']","climbed, fast",False
9678,2,,8.333333333333334,False,True,False,0.0,,50,3.0813333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,2,1,"['Louise', 'Noemi', 'Anoushka']","climbed
",False
,,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,0,,,,,,,,,['David'],,
3859,42,,8.0,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,1,3,3,0.7819905213270141,0.0,0,0,0,0.0,0.0,0,2,0,0,3,2,"['Lasthenia', 'Kate', 'Justin']","

",False
9973,41,4.958333333333333,6.333333333333333,False,True,False,0.0,,50,5.126,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,20.099842354177614,89.70047293746715,0,0,2,0.0,0.0,0,2,0,0,3,2,"['Noah', 'Nick', 'Zoravar']",climbed,False
9973,48,,,,,,,,,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",,,,,,,,,,,,,,1,0,0,1,1,,"climbed
",
8973,63,7.333333333333333,7.888888888888889,False,True,False,0.0,,50,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,3,3,"['Nick', 'Michael', 'Ellie']",,False
8678,13,5.5,,False,True,False,0.0,,50,1.583,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"['Noemi', 'Kate', 'Lasthenia']",,False
8678,16,,,False,False,True,1.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Amanda', 'Teo', 'Justin']",;-(,True
9159,39,,,False,False,True,1.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Amanda'],no show,True
9159,36,6.142857142857143,,False,False,True,1.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"['Tim', 'Amanda', 'Ellie']",,True
9973,36,,,False,True,False,0.0,,50,4.379,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1.5,0,0,0,0,0,1.5,0,0,0,3,0,0,2,3,"['saif', 'Noemi']",,False
4171,3,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2,0,0,0,0,0,2,0,0,0,3,0,0,2,1,['Ellie'],latched,False
9482,53,4.0,5.9444444444444455,False,True,False,0.0,,50,9.274999999999999,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,0,17.60146443514644,63.21652719665271,0,0,4,0.0,0.0,3,3,0,0,3,3,"['Kate', 'Zoravar', 'Lasthenia']",climbed,False
971,34,,,False,True,False,,,,4.461,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,1,,,0,3,0,,,,,,,,,['Zoravar'],,
971,33,4.333333333333333,6.8,False,True,False,0.0,,50,5.554,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2,0,5.3938618925831205,40.81841432225064,0,3,2,0.0,0.0,0,3,3,0,2,2,"['Nick', 'Noah']",climbed,False
,,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,,,4,,,0,0,0,,,,,,,,,['Teo'],,
9323,52,4.0,9.833333333333334,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,8.487229862475443,43.49705304518665,1,3,0,0.0,0.0,1,2,3,0,2,2,"['Kate', 'Lasthenia']",could not attach,False
9323,55,,,False,True,False,0.0,,50,6.433333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",1.0,2.6666666666666665,0,2,4.333333333333333,0.0,0.0,0,0,0,0.0,0.0,2,2,0,0,2,3,"['Nick', 'Gemma', 'Lasthenia']",climbed,False
6657,4,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,['Nathan'],did not attempt,False
5817,57,,5.333333333333333,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,3.3823529411764706,3.997326203208557,0,1,1,0.0,0.0,2,3,0,0,3,1,"['Caroline', 'David', 'Kenny']",didn't climb,False
9073,13,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,2,2,"['Calvin', 'Justin', 'Jack']",,False
9073,16,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,3,0,2,3,0,0,0,0,0,0,0,2,1,0,0,2,1,"['saif', 'Noemi', 'Caroline']",blocked,False
1678,63,5.833333333333334,5.111111111111112,False,True,False,0.0,,50,5.696000000000001,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,3,3,8.719681908548708,8.20675944333996,1,2,0,0.0,0.0,3,3,3,0,3,2,"['Amanda', 'Tim', 'Kate']",climbed,False
9135,62,,7.25,False,True,False,0.0,,50,7.592666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,3,1,2,"['Caroline', '\nNoemi', 'Noah']",climbed,False
3495,18,,,False,False,True,1.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Nick', 'Michael', 'Noah']",,True
9171,11,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,"['Zoravar', 'Lasthenia']",didn't climb,False
9171,16,,,True,False,False,0.5,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"['Michael', 'Nick', 'Noah']","died causing climb interference
this should be 9971",True
2135,62,,9.11111111111111,False,True,False,0.0,,50,9.174666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,3,0,0,0,0,0,3,0,0,2,3,0,0,2,3,"['Amanda', 'Jack', 'Justin']",climbed,False
3495,14,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,0,1,1,"['Noemi', 'Justin', 'Anoushka']",climbed,False
9104,47,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,2,0.0,0.0,0,0,0,0.0,0.0,1,1,0,0,1,1,['Michael'],"attached, did not climb",False
9678,59,,3.166666666666667,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,1,1,2,0.7887323943661972,0.0,0,0,0,0.0,0.0,0,2,2,0,2,3,"['Amanda', 'Kenny', 'Nick']",didn't climb,False
9671,31,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,3,0.0,0.0,0,0,0,0.0,0.0,0,1,0,0,3,1,"['Ayush', 'Noemi', 'Alex']",,False
9678,50,,,False,True,False,0.0,,50,3.3783333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,1,2,2.2698412698412698,0.0,0,2,0,0.0,0.0,3,1,0,0,1,2,"['Michael', 'Kenny', 'Anoushka']",climbed,False
9323,26,,,False,True,False,,,,3.459,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,,,0,,,0,0,2,,,,,,,,,['Caroline'],,
2813,18,,,False,True,False,0.0,,50,14.019,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,0.0,0.0,0,0,3,0.0,0.0,4,1,0,3,1,1,"['Zoravar', 'Alex', 'aidan']",climbed,False
6305,18,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,"['Jack', 'Nathan', 'Anoushka']",climber did not engage,False
2073,16,,,False,True,False,0.0,,50,16.392666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,5,5,0,0,0,0,0,0,0,2,3,0,0,3,3,"['Nathan', 'Lasthenia', 'Kate']",climbed,False
2813,15,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2,0,0,0,0,1,2,0,0,0,1,0,0,2,2,"['Kate', 'Lasthenia', 'Astha']",attempted,False
9073,65,,10.222222222222221,False,True,False,0.0,,50,10.106666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1.3333333333333333,3,4.297465080186239,10.955509570615623,0,0,0,0.0,0.0,2,1,0,0,2,2,"['Michael', 'Justin', 'Louise']",,False
3482,53,,,False,True,False,0.0,,50,8.531333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2.3333333333333335,0,1,3.6666666666666665,0,0,0,0,0,0,0,0,2,0,0,2,2,"['Teo', 'Tim', 'Michael']",climbed,False
3303,1,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,2,,,,,,,,,['Jack'],,
3303,4,5.666666666666667,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,"['Lasthenia', 'Nick', 'Noemi']",did not attempt,False
9842,43,,,,,,,,,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",,,,,,,,,,,,,,2,0,0,3,2,,climbed,
8973,28,,,False,True,False,,,,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,0,,,0,0,2,,,,,,,,,"['Tim', 'Ellie', '\nRachel']",,
5852,60,,6.444444444444444,False,False,False,0.0,,0,0,"[{'position': 'Other  ', 'numShots': 0, 'time': 0}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,1.0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,2,2,"['Saif', 'Noemi', 'Amanda']",climbed mid way,False
9323,5,8.25,,False,True,False,0.0,,50,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0.5,0,21.38888888888889,40.833333333333336,1,2,0,0.0,0.0,2,2,3,0,1,1,"['Nick', 'Lasthenia']",climbed,False
1678,17,19.0,7.333333333333333,False,True,False,0.0,,50,3.1590000000000003,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,4,31.525000000000002,22.425,1,0,0,0.0,0.0,2,1,0,0,3,2,"['Amanda', 'Justin', 'Teo']",,False
9323,8,6.583333333333334,,False,True,False,0.0,,50,2.753,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,1,0,2,0,4.561403508771929,31.052631578947366,1,1,0,0.0,0.0,1,2,3,0,0,2,"['Lasthenia', 'saif', 'Ellie']",,False
4255,56,,7.833333333333334,False,True,False,0.0,,50,8.007666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",1.6666666666666667,1.0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,2,2,"['Amanda', 'Noemi', 'Kenny']",climbed ,False
3859,15,,,False,True,False,0.0,,50,4.542666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,3,0,0,0,0,0,0,0,2,1,0,0,2,3,"['Noah', 'Michael', 'Nick']",,False
5817,3,,,False,True,False,0.0,,50,4.048,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,['Michael'],climbed,False
9135,58,7.333333333333334,10.666666666666666,False,True,False,0.0,,50,10.345333333333334,"[{'position': 'Other  ', 'numShots': 0, 'time': 0}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,2,"['Saif', 'Aidan', 'Alex']","climbed
bad human loading",False
8678,64,6.833333333333333,,False,True,False,0.0,,50,13.74725,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,"['Justin', 'Astha', 'Ellie', 'Zoravar']",started climbing too late,False
5940,34,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,1,0.0,0.0,0,0,0,0.0,0.0,0,2,0,0,2,2,"['Noemi', 'Alex', 'saif']",,False
9073,28,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,0,,,,,,,,,"['Caroline', 'Astha', 'Teo']",,
5940,39,,,False,True,False,0.0,,50,5.1745,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"['Teo', 'Caroline']","weren't working most of the match
climbed",False
9817,30,4.666666666666667,6.555555555555556,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"['Ellie', 'Tim', 'Ayush']",,False
