teamNumber,matchNumber,avgHopperShotTime,avgKeyShotTime,didBecomeIncapacitated,didLiftoff,didStartDisabled,disfunctionalPercentage,drivingAbility,liftoffAbility,liftoffTime,lowShotTimesForBoilerAuto,lowShotTimesForBoilerTele,numGearsEjectedTele,numGearsFumbledTele,numGearsPlacedAuto,numGearsPlacedTele,numGroundGearIntakesTele,numHighShotsAuto,numHighShotsTele,numHoppersUsedAuto,numHoppersUsedTele,numHumanGearIntakesTele,numLowShotsAuto,numLowShotsTele,numRPs,rankAgility,rankBallControl,rankDefense,rankGearControl,rankSpeed,scoutName,superNotes,wasDisfunctional
9171,49,1.5,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"['Zoravar', 'Michael']","didn't climb
was working weirdly",False
9255,4,,,False,True,False,0.0,,50,9.6815,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,"['Michael', 'Noah']","climbed
scored in auto",False
8817,33,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0.0,0.0,0,0,0.5,0.0,0.0,0,2,0,0,1,1,"['David', 'David']",other side of the field,False
9255,8,8.333333333333334,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0.5,0,2,0,18.421052631578945,20.0,0,0,2.5,0.0,0.0,1,1,0,0,3,1,"['Kenny', '\nJustin']",,False
8817,37,5.0,,False,True,False,0.0,,50,14.043,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,2,"['Ellie', 'Amanda']",,False
9171,43,8.0,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0.5,0,1,0.5,0,0,0,0,0,0,0,1,2,0,3,1,1,"['Kate', 'Justin', 'Lasthenia', 'David']",,False
4159,63,,9.416666666666666,False,False,False,0.0,,0,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2,3,11.198807157057654,26.330019880715707,0,0,0,0.0,0.0,3,1,0,0,1,1,"['Jack', 'Noemi', 'Astha']","climbed, didn't trigger touchpad",False
5852,5,,12.0,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,['Louise'],didn't climb,False
5104,3,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,3,0,0,0,0,0,3,0,0,2,2,0,0,3,3,"['Kate', 'Louise']","climbed
scored in auto
",False
9135,37,,,False,True,False,0.0,,50,8.822333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,0,0.0,0.0,0,0,2,0.0,0.0,2,2,0,0,2,1,"['Justin', 'David', 'David']",climbed,False
,,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,1,1,1,,,,,,,,,['Justin'],,
5817,29,,,False,True,False,,,,4.7625,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,1,0,1,,,,,,,,,"['Noemi', 'Ayush', 'saif', 'Alex']",,
9817,42,11.25,9.5,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0,0,11.40995260663507,8.424170616113743,0,0,0,0.0,0.0,0,1,0,0,2,1,"['Calvin', 'Justin']",,False
2659,17,,,False,True,False,0.0,,50,4.748666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,6,6,0,0,0,0,0,0,0,1,3,0,0,2,3,"['Kate', 'Lasthenia', 'Nathan']",climbed,False
2659,14,8.25,,False,True,False,0.0,,50,7.5585,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,2,0,0,0,0,0,0,0,4,2,0,0,2,3,"['Kate', 'Lasthenia']",climbed,False
4171,35,4.5,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,2,"['Amanda', 'Ellie', 'Tim']",,False
1671,52,,,False,True,False,0.0,,50,6.2973333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,0,0,0,0,0,2,0,0,2,3,0,0,3,2,"['Ayush', 'Alex', 'Michael']","climbed
helped 967, their opponent but team",False
9135,51,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,0,0,0,0,0,2,0,0,3,2,0,0,1,2,"['Kenny', 'Saif', 'Astha']",climbed,False
5700,38,6.142857142857143,,False,True,False,0.0,,50,6.416333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,2,0,0,0,0,0,0,0,0,3,0,0,2,3,"['Calvin', 'Ellie', 'Sam']",,False
9255,38,,8.0,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,3,2,"['Kate', 'Lasthenia', 'Gemma']",,False
5700,30,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",2,1,1,2,3,0,0,0,0,0,0,0,0,3,0,0,2,2,"['Alex', 'saif', 'Noemi']",,False
9104,32,4.0,5.866666666666667,False,True,False,0.0,,50,3.858333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,3,0,0,0,0,0,0,0,2,1,0,0,1,1,"['Zoravar', 'Noah', 'Nick']",climbed,False
3495,66,3.857142857142857,,False,True,False,0.0,,50,22.9125,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,2,2,"['Kate', 'Astha']",,False
9104,38,3.75,,False,False,False,0.0,,0,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,0,3,3.0,0,0,0,0,0,0,0,2,2,0,0,2,2,"['Nick', 'Justin', 'Noah', 'Zoravar']",didn't climb,False
3482,14,,,False,True,False,0.0,,50,3.7863333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,3,0,0,0,1,0,0,0,4,1,0,0,3,2,"['Caroline', 'Astha', 'Ellie']",made it half way up the rope,False
9671,41,,8.0,False,True,False,0.0,,50,3.657,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,1,4,3,5.122069523039611,0.0,0,0,0,0.0,0.0,2,3,0,0,3,3,"['Lasthenia', 'Justin', 'Kate']",,False
9012,8,,,False,True,False,0.0,,50,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,1,1.6666666666666667,0,0.0,0.0,0,0,4,0.0,0.0,2,4,0,0,3,4,"['Kate', 'Noah', 'Michael']","climbed
",False
9671,48,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,4.0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,0,2,3,"['Ayush', 'Kate', 'Amanda']",climbed,False
1836,26,,,False,True,False,,,,5.263333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,3,,,0,0,0,,,,,,,,,"['Nathan', 'Jack', 'Anoushka']",,
6657,35,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,"['saif', 'Noemi', 'Alex']",started climbing too late,False
6305,47,,14.5,False,True,False,0.0,,50,10.369,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,1,1,['Astha'],"climbed
defense the whole match
",False
2073,40,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0.5,1,4,3.5,0.0,0.0,0,0,0,0.0,0.0,2,1,0,0,2,3,"['Anoushka', 'Amanda', 'David', 'Alex']",didn't climb,False
2813,43,,,True,False,False,0.5,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,2,"['Noemi', 'saif']",,True
9255,47,,13.666666666666666,False,True,False,0.0,,50,9.505,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,4,0,6.7431192660550465,50.57339449541285,0,0,3,0.0,0.0,1,3,0,0,3,2,['Caroline'],climbed,False
5104,39,5.277777777777778,6.142857142857144,False,True,False,0.0,,50,10.504,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2.0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,2,2,"['Zoravar', 'Noah', 'Nick']",climbed,False
5104,33,,,False,True,False,0.0,,50,9.378333333333332,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",1,1,0,2,0,0.0,0.0,0,0,2,0.0,0.0,0,1,0,0,3,3,"['Caroline', 'Teo', 'Astha']",climbed,False
3859,55,,,False,True,False,0.0,,50,5.378666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,3,0.0,0.0,0,0,0,0.0,0.0,2,3,0,0,3,1,"['Kenny', 'Michael', 'Ellie']",climbed,False
5940,61,,5.666666666666667,False,True,False,0.0,,50,4.391333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,4,4,0,0,0,0,0,0,0,2,3,0,0,2,3,"['Michael', 'Noemi', 'Jack']",,False
,,,,False,True,False,,,,11.675,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,0,,,0,0,1,,,,,,,,,['Teo'],,
8678,26,,,False,True,False,,,,7.7864,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,2,,,,,,,,,"['Louise', 'Tim', 'Kate', 'Rachel', 'Lasthenia']",,
973,7,12.0,4.666666666666667,False,True,False,0.0,,50,2.877333333333333,"[{'position': 'Other  ', 'numShots': 0, 'time': 0}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,0,0,1,1,19.982046678635548,36.94793536804308,1,1,0,0.0,0.0,3,2,3,0,2,2,"['Amanda', 'Noemi', 'Aidan']",climbed,False
973,39,8.333333333333334,8.333333333333334,False,True,False,0.0,,50,3.8026666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,1.0,30.740000000000006,49.29000000000001,1,2,0,0.0,0.0,3,3,3,0,3,3,"['Justin', 'Calvin', 'Ellie']",,False
5244,836,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,1,1,0,,,,,,,,,['Gemma'],,
973,31,9.214285714285714,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2.0,2,15.84485666104553,39.4654300168634,1,0,0,0.0,0.0,0,3,3,0,2,3,"['Tim', 'Justin']",,False
,,,,False,True,False,,,,3.877,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,2,,,,,,,,,['Alex'],,
6174,52,,,False,True,False,0.0,,50,6.027333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,3,3,0,0,0,0,0,0,0,2,2,0,0,2,3,"['Anoushka', 'Teo', 'Tim']","climbed
scored gear in auto",False
6305,59,6.0,4.666666666666666,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,"['Noah', 'Noemi', 'David']",didn't climb,False
9971,31,3.75,,False,True,False,0.0,,50,9.081500000000002,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0.5,0,13.073903002309471,71.77829099307161,1,0.5,1,0.0,0.0,2,2,3,0,2,2,"['Nick', 'David', 'Zoravar', 'Noah']",climbed,False
4159,22,,,False,True,False,,,,3.283,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,0,,,0,0,0,,,,,,,,,['Anoushka'],,
9159,27,,,True,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,0,,,,,,,,,"['saif', 'Alex', 'Noemi']",,
6305,9,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,3,0,0,0,0,1,3,0,1,2,"['Calvin', 'Kate', 'Jack', 'Nathan']",,False
5700,60,4.0,8.466666666666665,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1.0,1,2.666666666666667,5,0,0,0,0,0,0,0,0,3,0,0,3,3,"['Jack', 'Kate', 'Lasthenia']",failed climbing,False
6305,6,8.625,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0.2871287128712871,0.4752475247524752,0,0,0,0.0,0.0,0,1,0,0,1,1,"['Lasthenia', 'Louise']",did not attempt,False
9973,20,6.0,,False,True,False,0.0,,50,12,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,0,2,0,7.912087912087912,3.956043956043956,1,1,2,0.0,0.0,3,2,0,0,3,3,['Alex'],climbed,False
9171,7,8.333333333333334,6.666666666666667,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,1,16.96588868940754,19.228007181328547,0,0,0,0.0,0.0,3,1,0,3,1,1,"['Kate', 'rachel', 'Zoravar']",did not attach,False
8817,4,,,False,True,False,0.0,,50,11.8795,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2,"['Kenny', 'Kate']",climbed,False
2659,51,,,False,True,False,0.0,,50,6.094333333333334,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,1,4,6,0,0,0,0,0,0,0,3,1,0,0,2,1,"['Ayush', 'Alex', 'Teo']","climbed
scored gear in auto",False
2659,57,6.833333333333333,6.666666666666667,False,True,False,0.0,,50,3.703,"[{'position': 'Other  ', 'numShots': 0, 'time': 0}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,3,3,"['Alex', 'Amanda', 'Saif']","climbed
scored almost all of the gears",False
2135,8,,,False,True,False,0.0,,50,7.733666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,4,0,0.0,0.0,0,0,3,0.0,0.0,2,2,0,0,2,2,"['Teo', 'Caroline', 'Noemi']",,False
1678,53,,7.733333333333334,False,True,False,0.0,,50,5.403666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,0,0,1,0,19.832635983263597,61.48117154811715,1,1,0,0.0,0.0,3,1,3,0,2,2,"['Astha', 'Amanda', 'Gemma']",climbed,False
3303,41,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0.5,0,3,2.5,0.0,0.0,0,0,0,0.0,0.0,2,1,0,3,1,1,"['saif', 'Noemi']",,False
2135,1,,,False,True,False,0.0,,50,5.928999999999999,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,"['Caroline', 'Astha', 'Lasthenia']",climbed,False
3495,22,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,0,,,0,0,1,,,,,,,,,['Justin'],,
1671,10,,,False,True,False,0.0,,50,4.588666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,0.0,0.0,0,0,3,0.0,0.0,3,3,0,0,3,3,"['Michael', 'Zoravar', 'Noemi']",,False
3495,29,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,0,,,0,0,1,,,,,,,,,"['Jack', 'Caroline', 'David']",,
8971,48,,,False,True,False,0.0,,50,6.4205000000000005,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2.5,1.0,11.25,101.25,0,0,1.0,0.0,0.0,2,3,0,0,3,2,"['Calvin', 'Ellie']",didn't climb,False
9135,15,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,1,"['Noemi', 'Tim', 'Louise']",did not attach,False
971,6,10.0,,False,True,False,0.0,,50,4.805,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,0,0.36633663366336633,0.5643564356435644,0,0.5,2,0.0,0.0,0,3,3,0,2,2,"['Michael', 'Nick']",climbed ,False
6174,49,,,False,True,False,0.0,,50,7.191,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,3,0,0,0,0,0,0,0,2,3,0,0,2,2,['Caroline'],climbed,False
3482,1,,,False,True,False,0.0,,50,6.2316666666666665,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,3,1,"['Jack', 'Kate', 'Anoushka']", climbed,False
,,,,False,True,False,,,,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,3,,,,,,,,,"['David', 'Sam', 'Amanda']",,
9678,42,,,False,True,False,0.0,,50,4.8005,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,2,2,"['Alex', 'Anoushka', 'David', 'Amanda']",climbed,False
5012,66,,7.750000000000001,False,True,False,0.0,,50,2.8913333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,2,3,"['Nick', 'Zoravar', 'Nathan']","climbed, fast",False
4171,43,5.5,5.958333333333334,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,0,20.099842354177614,89.70047293746715,0,0,1,0.0,0.0,2,1,0,0,1,1,"['Zoravar', 'Noah', 'Nick']",didn't climb,False
9323,37,5.277777777777778,6.142857142857144,False,False,False,0.0,,0,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,0,12.010033444816054,68.96989966555185,0,3,0,0.0,0.0,2,1,3,0,1,3,"['Zoravar', 'Noah', 'Nick']",almost latched,False
,,,,False,True,False,,,,10.336,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,3,,,,,,,,,['Alex'],,
9761,31,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,3,,,0,0,0,,,,,,,,,['saif'],,
1836,66,6.777777777777778,,False,True,False,0.0,,50,11.910666666666666,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,2,"['Tim', 'Ayush', 'Aidan']",climbed,False
,,,,False,True,False,,,,8.109,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,0,,,,,,,,,['Tim'],,
3482,60,8.333333333333334,,False,True,False,0.0,,50,8.149333333333333,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2.6666666666666665,0,1.0,3.0,8.070588235294117,14.527058823529412,0,0,0,0.0,0.0,2,2,0,0,1,1,"['Gemma', 'David', 'Nick']",climbed,False
5817,63,,,False,True,False,0.0,,50,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1.6666666666666667,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"['Louise', 'Justin', 'Aidan']",climber did not grab rope,False
1671,64,6.666666666666667,10.888888888888888,False,False,False,0.0,,0,,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,1,2,0,13.557412398921835,28.322911051212944,0,0,2,0.0,0.0,3,3,0,0,2,3,"['Michael', 'Kate', 'Kenny']","climbed, untriggered touchpad",False
1323,40,5.5,5.958333333333334,False,True,False,0.0,,50,6.468000000000001,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,1,1.0,1,20.099842354177614,89.70047293746715,0,2,0,0.0,0.0,2,3,2,0,3,2,"['Zoravar', 'Nick', 'Noah']","climbed
mostly did fuel
",False
4255,35,,,False,True,False,0.0,,50,13.302,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,0,3,4,0.0,0.0,0,0,0,0.0,0.0,3,2,0,0,3,2,"['Teo', 'Astha']",climbed,False
8973,31,,,False,True,False,0.0,,50,3.159,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,2,0,1,0,0.0,0.0,0,0,3,0.0,0.0,2,3,0,0,3,3,"['David', 'Justin']",climbed,False
9678,34,,8.0,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,3.0,1,3,5.0,0.542713567839196,0.0,0,1,0,0.0,0.0,0,1,0,0,1,1,"['Gemma', 'Aidan', 'Louise']",,False
6657,61,5.0,6.666666666666667,False,False,False,0.0,,0,0,"[{'position': 'Other  ', 'numShots': 0, 'time': 0}]","[{'position': 'Other  ', 'numShots': 0, 'time': 0}, {'position': 'Other  ', 'numShots': 0, 'time': 0}]",0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2,1,1,"['Saif', 'Caroline', 'Ellie']",,False
9813,27,,,False,False,False,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,0,,,0,0,0,,,,,,,,,"['Astha', 'Teo']",,
5104,61,2.1666666666666665,,False,True,False,0.0,,50,13.834,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0.5,1,0,2,0,0,0,0,0,3,0,0,0,3,0,0,1,2,"['Lasthenia', 'Nick']",climbed,False
,,,,False,False,True,,,,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,0,,,0,0,0,,,,,,,,,['David'],,
4255,40,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2.5,2.5,0.0,0.0,0,0,0.5,0.0,0.0,2,2,0,0,1,1,"['Teo', 'Caroline']",didn't climb,False
3859,29,,,False,True,False,,,,4.431,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,,,3,,,0,0,0,,,,,,,,,"['Louise', 'Aidan', 'Gemma']",,
5940,58,,,False,True,False,0.0,,50,9.075666666666667,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,2,"['Jack', 'Nick', 'Caroline']",climbed,False
971,47,9.5,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,0,0,21.57798165137615,11.463302752293579,1,1,0,0.0,0.0,1,2,3,0,2,3,['Louise'],didn't climb,False
971,43,8.125,8.5,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,0,0,0,0,1.5,1,0,0,1,3,3,0,3,3,"['Ellie', 'Calvin']",,False
8973,42,,,False,True,False,0.0,,50,3.376,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,1,1,['Caroline'],didn't climb,False
9973,64,,,False,False,False,0.0,,0,0,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,3,3,"['Louise', 'Aidan']",slipped down rope,False
8973,49,,,False,True,False,0.0,,50,11.809999999999999,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,0,0,3,0,0,0,0,0,3,0,0,2,1,0,0,3,1,"['Alex', 'Ayush']",climbed,False
5852,54,,,False,True,False,0.0,,50,12.3095,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1.5,0,2,0,0,0,0,0,1,0,0,1,2,0,0,1,1,"['Gemma', 'Amanda']",climbed,False
5940,26,,,False,True,False,,,,3.5528000000000004,"[{'position': None, 'numShots': None, 'time': None}]","[{'position': None, 'numShots': None, 'time': None}]",0,1,,,3,,,0,0,0,,,,,,,,,"['Zoravar', 'Noah', 'Astha', 'Nick', 'Teo']",,
