,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
2439,Bearbotics,Houston,Hawaii,5,5.80,0.00,0.04,0.04,0.03,0.00,1.95,0.03,-1.00,-1.00,0.65,7.79,-0.88,1.02,0.19,0.32,0.29,0.03,0.00,24.44,0.67,-1.00,-1.00,29.59,0.05,0.05,-0.00,4.96,0.38,-1.00,-1.00,0.02,0.00,0.66,-0.01,0.45,0.15,14.53,3.74,26.39,0.64,0.71,-1.00,-1.00,0.23,41.12,41.72,-0.14,-66.01,1374,,,,,
6738,Excalibur,Houston,ISR3,2,4.66,0.00,-1.80,-1.80,0.21,0.00,12.49,0.21,-1.00,-1.00,4.16,15.36,0.00,-5.87,-1.90,0.33,0.34,0.11,0.00,22.92,0.90,-1.00,-1.00,37.22,0.15,0.12,0.05,16.20,0.60,-1.00,-1.00,-0.06,0.00,0.01,0.49,-0.04,0.13,-0.94,5.83,35.41,0.78,1.11,-1.00,-1.00,-3.70,58.42,57.14,-0.02,-44.23,1372,,,,,
4166,Robostang,St. Louis,LakeSuperior,1,4.72,-1.14,-0.04,-0.40,0.03,0.00,1.67,0.03,-1.00,-1.00,0.56,5.99,-0.01,1.73,0.41,0.33,0.28,-0.07,-0.01,20.44,0.21,-1.00,-1.00,19.54,0.23,-0.24,-0.02,-1.31,0.25,-1.00,-1.00,0.00,-0.01,0.29,0.21,0.10,-0.01,3.84,0.72,22.11,0.54,0.24,-1.00,-1.00,0.01,26.24,25.72,-0.17,-56.52,1367,,,,,
3305,Matbotz,Houston,HubCity,1,4.10,0.00,-1.31,-1.31,0.00,0.00,0.08,0.00,-1.00,-1.00,0.03,2.87,0.08,2.40,0.74,0.33,0.27,-0.00,0.00,24.04,0.53,-1.00,-1.00,20.04,-0.08,-0.00,-0.01,-4.74,0.18,-1.00,-1.00,-0.01,0.00,0.11,0.24,-0.13,-0.19,-2.71,-3.53,24.12,0.60,0.53,-1.00,-1.00,-0.57,19.37,19.14,-0.03,-33.03,1392,,,,,
5830,LIFE Engineering,St. Louis,CHSHamptonRoads,3,4.43,-0.12,-0.03,-0.05,-0.01,0.00,-0.54,-0.01,-1.00,-1.00,-0.18,3.84,0.38,0.13,0.05,0.33,0.29,-0.04,0.00,23.82,0.43,-1.00,-1.00,18.36,-0.13,0.05,-0.03,-5.51,0.17,-1.00,-1.00,0.00,0.00,-0.12,-0.12,-0.16,0.16,-4.52,3.48,23.28,0.59,0.42,-1.00,-1.00,-0.01,25.67,25.67,-0.21,-34.93,1362,,,,,
2658,Σ-Motion,Houston,SanDiego,2,2.36,-0.24,0.07,-0.01,0.39,0.00,23.28,0.39,-1.00,-1.00,7.76,25.63,-3.55,0.82,-0.10,0.33,0.40,0.17,0.00,20.47,1.09,-1.00,-1.00,31.51,0.18,-0.19,0.23,11.14,0.50,-1.00,-1.00,0.00,0.00,0.03,-0.08,-0.37,-0.13,-9.09,-3.68,43.75,0.90,1.48,-1.00,-1.00,-0.11,53.46,53.46,0.04,-25.68,1407,,,,,
1250,Gator-Bots,St. Louis,MIWoodhaven,4,4.78,-0.06,-0.49,-0.51,-0.15,0.00,-9.07,-0.15,-1.00,-1.00,-3.02,-4.80,1.02,0.29,0.20,0.33,0.33,0.30,0.00,44.41,2.00,-1.00,-1.00,80.75,0.20,0.34,0.18,36.14,1.00,-1.00,-1.00,0.00,0.00,0.00,-0.08,0.11,0.10,2.75,2.02,35.33,0.96,1.85,-1.00,-1.00,-0.31,77.97,77.97,0.36,14.88,1484,,,,,
6333,Scavenger Robotics,St. Louis,NEHartford,5,4.85,-0.02,-0.94,-0.95,0.30,0.00,17.70,0.30,-1.00,-1.00,5.90,21.60,0.01,3.21,1.05,0.33,0.33,0.32,0.00,27.66,1.65,-1.00,-1.00,39.85,0.01,0.24,-0.03,11.14,0.50,-1.00,-1.00,0.01,0.00,-0.07,0.29,0.07,-0.13,1.32,-1.69,45.36,0.99,1.95,-1.00,-1.00,0.10,59.77,60.10,-0.02,-27.45,1365,,,,,
6720,Walker-Hackensack-Akeley,St. Louis,LakeSuperior,1,1.60,0.19,0.35,0.41,-0.28,0.00,-16.56,-0.28,-1.00,-1.00,-5.52,-14.55,0.29,5.05,1.69,0.33,-0.02,0.01,-0.00,24.03,0.27,-1.00,-1.00,36.83,0.23,-0.13,0.12,11.11,0.50,-1.00,-1.00,0.00,-0.00,-0.07,-0.09,-0.09,0.11,-2.52,2.29,7.47,0.32,-0.01,-1.00,-1.00,2.10,24.57,24.23,0.31,21.74,1396,,,,,
5247,Red Devil Robotics,St. Louis,MIGaylord,3,4.46,0.00,0.05,0.05,0.30,0.00,18.02,0.30,-1.00,-1.00,6.01,22.54,0.11,-0.14,-0.00,0.33,0.36,0.09,-0.02,18.51,0.66,-1.00,-1.00,8.79,-0.02,-0.13,-0.04,-9.73,0.08,-1.00,-1.00,0.00,-0.02,0.08,0.08,0.04,0.15,1.31,4.17,36.54,0.76,0.97,-1.00,-1.00,0.05,35.49,33.36,-0.01,-26.85,1346,,,,,
2404,TNT,Houston,SanDiego,2,0.03,-0.06,-0.06,-0.07,0.05,0.00,3.13,0.05,-1.00,-1.00,1.04,3.09,0.40,-0.68,-0.15,0.33,0.38,0.02,0.00,27.27,0.78,-1.00,-1.00,38.20,0.05,0.32,-0.15,11.08,0.50,-1.00,-1.00,0.00,0.00,-0.08,0.06,0.54,-0.19,12.98,-4.49,30.39,0.73,0.84,-1.00,-1.00,-0.22,36.81,36.81,0.02,-34.58,1340,,,,,
5077,RoboCards,St. Louis,Buckeye,5,2.81,-0.04,0.75,0.74,0.01,0.00,0.54,0.01,-1.00,-1.00,0.18,4.09,-0.05,-0.94,-0.27,0.33,0.34,-0.18,-0.02,18.58,-0.17,-1.00,-1.00,9.92,-0.17,-0.09,0.09,-8.38,0.11,-1.00,-1.00,0.01,-0.02,-0.04,-0.04,0.19,-0.22,4.65,-5.73,19.12,0.47,-0.16,-1.00,-1.00,0.47,8.29,6.69,-0.15,-58.09,1383,,,,,
133,B.E.R.T.,St. Louis,NEPineTree,5,5.26,-0.35,-0.27,-0.38,0.33,0.00,20.04,0.33,-1.00,-1.00,6.68,24.92,0.26,45.62,14.91,0.35,0.36,0.35,0.00,28.91,1.79,-1.00,-1.00,65.98,0.21,0.09,0.14,22.16,0.72,-1.00,-1.00,0.18,0.00,0.06,-0.07,0.04,0.15,1.20,3.39,48.95,1.06,2.12,-1.00,-1.00,14.53,94.28,97.92,0.27,7.46,1552,,,,,
1574,MisCar,Houston,ISR3,2,5.06,0.00,16.66,16.66,0.21,0.00,12.89,0.21,-1.00,-1.00,4.30,34.61,0.00,52.31,17.13,0.33,0.35,0.23,0.00,28.14,1.42,-1.00,-1.00,75.42,0.26,-0.08,0.42,30.15,0.88,-1.00,-1.00,0.60,0.00,0.42,0.04,0.00,0.31,2.15,7.96,41.04,0.92,1.64,-1.00,-1.00,33.79,118.00,129.92,0.54,81.18,1730,,,,,
4582,Robohawks ,Houston,Palmetto,1,3.81,0.00,-0.22,-0.22,0.16,0.00,9.47,0.16,-1.00,-1.00,3.16,13.05,3.97,-0.89,-0.19,0.33,0.24,-0.02,0.00,16.13,0.26,-1.00,-1.00,1.96,-0.07,-0.16,-0.05,-13.97,0.00,-1.00,-1.00,0.00,0.00,-0.00,0.12,0.08,-0.28,2.01,-6.29,25.60,0.56,0.42,-1.00,-1.00,-0.41,8.73,8.73,-0.01,-52.86,1359,,,,,
5422,Stormgears FRC,St. Louis,NEHartford,5,5.57,-0.04,0.19,0.18,0.28,0.00,17.03,0.28,-1.00,-1.00,5.68,22.77,-0.15,1.20,0.43,0.33,0.33,0.26,-0.03,24.35,1.22,-1.00,-1.00,54.55,0.24,0.19,0.17,29.77,0.88,-1.00,-1.00,0.01,-0.03,0.09,-0.03,0.03,-0.04,1.10,-1.08,41.37,0.89,1.51,-1.00,-1.00,0.61,76.25,73.35,0.30,32.85,1497,,,,,
6667,STEM Clippers,St. Louis,MARWesttown,2,2.96,-0.02,-0.02,-0.02,-0.08,0.00,-5.10,-0.08,-1.00,-1.00,-1.70,-2.16,-0.53,-0.98,-0.33,0.33,0.28,0.00,-0.00,27.89,0.64,-1.00,-1.00,42.74,0.14,0.19,-0.03,15.18,0.58,-1.00,-1.00,0.00,-0.00,0.06,-0.07,-0.09,-0.01,-1.99,-0.58,22.80,0.61,0.56,-1.00,-1.00,-0.35,40.00,39.97,0.06,-21.70,1372,,,,,
4110,DEEP SPACE NINERS,Houston,PNWClackamasAcademy,4,2.94,0.00,0.38,0.38,0.26,0.00,15.78,0.26,-1.00,-1.00,5.26,19.10,-0.06,0.11,0.03,0.35,0.38,0.25,-0.02,27.58,1.38,-1.00,-1.00,43.63,0.26,0.11,-0.04,16.01,0.60,-1.00,-1.00,0.00,-0.02,0.08,0.14,0.06,0.05,1.85,1.88,43.36,0.95,1.65,-1.00,-1.00,0.41,64.60,62.56,0.26,-1.41,1406,,,,,
2168,Aluminum Falcons,St. Louis,MARBridgewater-Raritan,3,5.04,-0.66,0.45,0.25,0.83,0.00,50.08,0.83,-1.00,-1.00,16.69,55.37,0.89,-1.38,-0.31,0.33,0.37,0.75,0.17,31.38,3.90,-1.00,-1.00,58.74,0.13,-0.02,0.44,27.67,0.83,-1.00,-1.00,0.00,0.17,-0.06,0.16,0.22,0.11,5.23,3.64,81.46,1.62,4.74,-1.00,-1.00,-0.06,117.74,134.31,0.60,86.35,1678,,,,,
5251,Bad WAYbots!,St. Louis,MIKetteringUniversity2,2,3.88,-0.10,1.12,1.09,-0.04,0.00,-2.24,-0.04,-1.00,-1.00,-0.75,2.74,2.01,3.33,1.31,0.33,-0.13,-0.14,0.00,3.97,-0.79,-1.00,-1.00,-8.73,-0.04,-0.11,-0.13,-14.01,0.00,-1.00,-1.00,0.08,0.00,-0.02,-0.08,-0.03,0.02,-0.86,0.10,1.73,0.06,-0.83,-1.00,-1.00,2.41,-5.89,-4.30,-0.21,-101.88,1216,,,,,
6398,Kilo-bots,Houston,Ventura,3,6.19,-0.01,0.87,0.87,0.06,0.00,3.31,0.06,-1.00,-1.00,1.10,10.37,0.06,-0.89,-0.30,0.33,0.21,-0.10,-0.00,15.23,-0.06,-1.00,-1.00,23.64,0.15,-0.01,0.03,8.71,0.45,-1.00,-1.00,0.00,-0.00,-0.10,0.01,-0.03,-0.06,-1.17,-1.42,18.54,0.44,-0.01,-1.00,-1.00,0.57,32.59,32.44,-0.01,-5.11,1362,,,,,
4838,Panthers,St. Louis,MIWaterford,3,5.29,0.00,1.12,1.12,-0.12,0.01,-6.86,-0.11,-1.00,-1.00,-2.29,-0.45,-1.29,6.97,1.99,0.33,0.27,-0.19,-0.04,19.78,-0.35,-1.00,-1.00,16.07,0.05,0.10,-0.27,-5.70,0.17,-1.00,-1.00,0.00,-0.04,-0.13,-0.21,-0.12,-0.07,-3.72,-2.70,12.92,0.38,-0.46,-1.00,-1.00,3.11,12.92,8.69,-0.07,-59.50,1284,,,,,
3566,Gone Fishin',St. Louis,NEGraniteState,1,4.04,-0.00,0.05,0.05,0.12,0.00,7.40,0.12,-1.00,-1.00,2.47,11.49,-0.64,-0.87,-0.32,0.24,0.29,0.26,-0.01,26.45,1.35,-1.00,-1.00,35.16,0.01,0.06,0.11,9.03,0.46,-1.00,-1.00,0.00,-0.01,0.16,0.04,-0.01,0.05,0.41,1.48,33.85,0.78,1.47,-1.00,-1.00,-0.27,48.13,47.14,0.05,-11.13,1363,,,,,
3476,Code Orange,Houston,SanDiego,2,2.75,0.07,-0.28,-0.25,0.18,0.00,10.57,0.18,-1.00,-1.00,3.52,13.07,-4.50,-1.27,-0.84,0.33,0.27,0.18,0.00,24.07,1.06,-1.00,-1.00,18.27,-0.14,0.08,-0.04,-4.96,0.18,-1.00,-1.00,0.00,0.00,-0.04,0.21,-0.11,0.54,-2.86,14.66,34.64,0.78,1.24,-1.00,-1.00,-1.09,46.00,46.00,0.27,-6.16,1607,,,,,
3694,NAHS Warbotz,Houston,PCHAlbany,4,3.61,0.84,-0.04,0.20,0.08,0.00,4.92,0.08,-1.00,-1.00,1.64,8.73,-0.23,0.18,0.09,0.33,0.32,0.23,0.01,32.07,1.50,-1.00,-1.00,34.75,-0.06,-0.03,0.15,2.59,0.33,-1.00,-1.00,0.00,0.01,-0.11,0.01,0.16,-0.11,3.41,-2.61,36.99,0.88,1.58,-1.00,-1.00,0.29,40.87,41.47,0.22,2.18,1345,,,,,
4091,DRIFT,Houston,HudsonValley,4,3.50,-0.02,-0.03,-0.03,0.24,0.00,14.48,0.24,-1.00,-1.00,4.83,17.94,-0.15,0.75,0.15,0.36,0.27,0.04,0.11,21.49,1.16,-1.00,-1.00,42.56,0.12,-0.08,0.38,20.92,0.70,-1.00,-1.00,0.00,0.11,0.37,-0.21,1.14,0.03,30.32,-0.30,35.97,0.78,1.40,-1.00,-1.00,0.12,60.21,71.31,-0.01,-40.86,1413,,,,,
1510,Wildcats,Houston,PNWClackamasAcademy,4,1.54,0.00,0.01,0.01,0.04,0.00,2.65,0.04,-1.00,-1.00,0.88,4.19,-0.02,-2.12,-0.72,0.34,0.20,0.12,-0.02,23.53,0.69,-1.00,-1.00,8.71,-0.11,-0.19,0.02,-14.10,0.00,-1.00,-1.00,0.00,-0.02,-0.05,-0.08,-0.09,-0.03,-2.62,-1.21,26.18,0.63,0.73,-1.00,-1.00,-0.71,11.70,9.40,-0.03,-62.78,1341,,,,,
2495,Hive Mind,St. Louis,MARMontgomery,5,5.38,-0.03,0.49,0.43,-0.07,0.00,-4.47,-0.07,-1.00,-1.00,-1.49,1.34,-0.01,1.44,0.52,0.33,0.35,0.10,-0.04,32.16,0.88,-1.00,-1.00,51.90,0.14,0.16,0.09,19.22,0.67,-1.00,-1.00,-0.00,-0.04,0.10,-0.10,0.13,0.26,3.64,5.93,27.69,0.73,0.80,-1.00,-1.00,0.95,59.17,54.66,-0.05,-41.85,1393,,,,,
5447,Team Robotica,St. Louis,MIKetteringUniversity2,2,3.89,-0.00,-0.21,-0.21,-0.07,0.00,-4.17,-0.07,-1.00,-1.00,-1.39,-0.49,-2.06,1.52,0.31,0.33,0.26,0.17,0.00,33.62,1.28,-1.00,-1.00,36.49,-0.10,0.15,-0.00,2.56,0.33,-1.00,-1.00,0.01,0.00,-0.03,0.19,0.06,-0.04,1.43,-0.03,29.45,0.77,1.22,-1.00,-1.00,0.10,35.96,36.14,0.02,-53.14,1341,,,,,
3013,Zombots,Houston,Sacramento,4,1.55,0.05,0.50,0.52,-0.09,0.00,-5.39,-0.09,-1.00,-1.00,-1.80,-3.32,-0.19,3.04,0.98,0.33,0.15,-0.25,0.00,13.13,-0.60,-1.00,-1.00,11.10,0.32,-0.30,-0.08,-3.01,0.22,-1.00,-1.00,-0.04,0.00,0.23,0.05,0.04,0.18,2.14,4.64,7.74,0.24,-0.69,-1.00,-1.00,1.50,12.41,11.66,-0.08,-51.78,1304,,,,,
2164,The Core,St. Louis,GreaterKansasCity,3,4.18,0.00,-0.04,-0.04,0.07,0.00,4.33,0.07,-1.00,-1.00,1.44,8.47,-0.64,1.88,0.61,0.33,0.36,0.58,0.09,51.22,3.47,-1.00,-1.00,81.45,0.00,0.18,0.41,29.63,0.88,-1.00,-1.00,0.01,0.09,0.12,0.48,0.34,0.43,9.03,13.06,55.55,1.35,3.54,-1.00,-1.00,0.57,102.98,112.05,0.48,73.80,1631,,,,,
5911,PARAGON,St. Louis,ONVictoriaParkCollegiate,3,5.81,0.00,-0.10,-0.10,0.20,0.00,12.19,0.20,-1.00,-1.00,4.06,17.89,-0.26,-0.27,-0.03,0.33,0.21,0.17,0.00,20.11,0.87,-1.00,-1.00,16.49,-0.12,-0.07,0.12,-3.60,0.21,-1.00,-1.00,0.00,0.00,0.61,0.68,0.09,-0.12,5.21,0.53,32.30,0.71,1.08,-1.00,-1.00,-0.13,34.91,34.91,-0.08,-67.95,1279,,,,,
5225,The Shambotz,St. Louis,MICenterLine,2,-0.45,0.00,0.00,0.00,0.12,0.00,6.94,0.12,-1.00,-1.00,2.31,6.50,-0.28,-0.01,-0.03,0.36,0.24,0.14,0.00,24.83,0.95,-1.00,-1.00,10.67,-0.17,-0.17,0.06,-14.14,0.00,-1.00,-1.00,0.00,0.00,0.15,-0.12,-0.28,0.13,-6.23,2.72,31.78,0.74,1.07,-1.00,-1.00,-0.03,19.88,19.88,0.20,8.85,1393,,,,,
6750,PackAttack,Houston,PCHColumbus,3,0.90,-0.28,-0.06,-0.15,0.00,0.00,0.02,0.00,-1.00,-1.00,0.01,0.77,-0.06,-0.09,-0.06,0.33,0.02,-0.19,-0.00,6.28,-0.77,-1.00,-1.00,0.41,0.03,-0.16,0.01,-5.82,0.17,-1.00,-1.00,0.00,-0.00,0.57,-0.16,0.08,-0.14,4.96,-4.33,6.31,0.16,-0.77,-1.00,-1.00,-0.21,-3.15,-3.61,-0.08,-65.97,1265,,,,,
670,Homestead Robotics,Houston,CentralValley,2,4.99,0.00,0.67,0.67,0.18,0.00,10.61,0.18,-1.00,-1.00,3.54,16.26,21.48,-6.49,0.05,0.36,0.31,0.01,0.00,20.47,0.53,-1.00,-1.00,23.01,-0.11,0.02,0.14,2.50,0.33,-1.00,-1.00,-0.03,0.00,0.14,-0.24,0.40,-0.03,10.79,-1.99,31.08,0.69,0.70,-1.00,-1.00,0.71,37.28,36.71,0.19,-15.65,1441,,,,,
3102,Tech-No-Tigers,St. Louis,LakeSuperior,1,4.08,0.24,0.17,0.20,0.01,0.00,0.59,0.01,-1.00,-1.00,0.20,4.87,0.61,0.04,0.13,0.33,0.31,-0.14,-0.01,19.24,-0.02,-1.00,-1.00,35.19,0.17,0.04,0.10,15.82,0.60,-1.00,-1.00,0.00,-0.01,-0.19,-0.08,-0.07,-0.13,-2.80,-3.67,19.83,0.49,-0.01,-1.00,-1.00,0.33,36.39,35.35,0.37,-5.76,1466,,,,,
5814,ROBOTA,Houston,HudsonValley,4,4.54,-0.00,-0.00,-0.01,-0.04,0.00,-2.68,-0.04,-1.00,-1.00,-0.89,1.85,-0.90,-0.22,-0.17,0.23,0.19,0.06,0.03,22.63,0.79,-1.00,-1.00,18.28,0.04,-0.17,0.04,-4.18,0.20,-1.00,-1.00,0.00,0.03,0.01,0.36,0.54,-0.11,13.64,-0.86,19.95,0.52,0.74,-1.00,-1.00,-0.18,19.27,22.66,-0.14,-54.11,1336,,,,,
1793,The Pilots,St. Louis,CHSHamptonRoads,3,4.54,-0.20,-0.04,-0.09,0.06,0.00,3.75,0.06,-1.00,-1.00,1.25,8.20,1.30,0.50,0.18,0.33,0.17,-0.19,0.00,10.02,-0.39,-1.00,-1.00,23.78,0.09,0.37,-0.19,13.58,0.56,-1.00,-1.00,0.00,0.00,-0.14,-0.20,0.15,0.03,3.01,-0.36,13.77,0.31,-0.33,-1.00,-1.00,0.09,31.62,31.62,-0.09,-27.75,1423,,,,,
5722,Seahawks,Houston,Orlando,2,2.74,0.16,0.52,0.57,-0.25,0.00,-14.80,-0.25,-1.00,-1.00,-4.93,-11.49,-0.87,2.03,0.36,0.33,0.10,-0.40,-0.02,10.72,-1.24,-1.00,-1.00,-3.14,0.15,-0.20,-0.23,-14.22,0.00,-1.00,-1.00,0.00,-0.02,-0.09,0.41,-0.10,-0.32,-3.03,-5.97,-4.08,0.02,-1.48,-1.00,-1.00,0.93,-20.61,-22.56,-0.23,-80.56,1346,,,,,
1671,Buchanan Bird Brains,Houston,CentralValley,2,4.73,0.00,-0.32,-0.32,-0.10,0.00,-6.01,-0.10,-1.00,-1.00,-2.00,-1.59,-1.46,-2.65,-1.01,0.36,0.26,0.24,0.00,38.59,1.62,-1.00,-1.00,40.02,0.06,0.08,-0.09,2.44,0.33,-1.00,-1.00,-0.01,0.00,0.24,0.06,0.27,0.00,7.91,0.30,32.58,0.86,1.52,-1.00,-1.00,-1.33,38.72,38.51,0.34,-1.87,1480,,,,,
115,MVRT,Houston,SiliconValley,5,4.78,0.23,-0.47,-0.40,0.32,0.00,19.15,0.32,-1.00,-1.00,6.38,23.52,0.77,-0.56,-0.08,0.35,0.37,0.36,0.17,37.03,2.88,-1.00,-1.00,65.57,0.40,0.22,-0.05,28.62,0.86,-1.00,-1.00,0.00,0.17,-0.04,0.21,-0.03,0.77,-1.04,20.33,56.18,1.24,3.20,-1.00,-1.00,-0.48,109.41,126.10,0.13,1.68,1484,,,,,
151,Tough Techs,St. Louis,NESEMass,2,3.16,0.00,0.02,0.02,-0.02,0.00,-1.17,-0.02,-1.00,-1.00,-0.39,2.01,-0.09,-0.34,-0.14,0.25,0.13,-0.11,0.00,11.50,-0.25,-1.00,-1.00,5.45,0.03,-0.13,-0.02,-5.91,0.17,-1.00,-1.00,0.00,0.00,0.21,-0.20,0.25,0.21,7.38,4.27,10.33,0.27,-0.27,-1.00,-1.00,-0.11,11.73,11.75,-0.10,-84.99,1303,,,,,
5478,Pershing Doughbots,St. Louis,MICenterLine,2,3.92,0.00,0.00,0.00,0.03,0.00,1.52,0.03,-1.00,-1.00,0.51,5.45,2.63,-0.05,0.03,0.35,0.11,-0.29,0.00,5.80,-0.94,-1.00,-1.00,-0.09,0.02,-0.17,0.03,-5.92,0.17,-1.00,-1.00,0.00,0.00,0.08,0.25,0.08,0.07,2.50,3.09,7.32,0.17,-0.92,-1.00,-1.00,0.03,8.46,8.46,0.09,-10.31,1406,,,,,
5417,Eagle Robotics,Houston,LoneStarNorth,5,4.19,0.00,-0.03,-0.03,0.32,0.00,19.42,0.32,-1.00,-1.00,6.47,23.58,-0.00,-2.75,-1.00,0.33,0.33,0.42,0.24,39.88,3.44,-1.00,-1.00,52.75,-0.08,0.18,0.18,13.87,0.56,-1.00,-1.00,-0.02,0.24,0.11,-0.14,0.06,-0.09,2.12,-3.02,59.30,1.32,3.76,-1.00,-1.00,-1.04,73.31,96.78,0.22,7.96,1481,,,,,
3117,Harfangs,St. Louis,NewYorkTechValley,3,5.39,-0.01,-1.20,-1.20,0.18,0.00,11.00,0.18,-1.00,-1.00,3.67,15.20,2.30,4.77,1.69,0.33,0.29,0.26,-0.00,27.89,1.42,-1.00,-1.00,51.03,0.21,0.15,0.07,21.45,0.71,-1.00,-1.00,0.01,-0.00,0.34,0.04,0.08,-0.10,3.66,-2.34,38.90,0.88,1.60,-1.00,-1.00,0.49,63.89,63.90,0.22,-20.64,1461,,,,,
5877,Mechalodons,Houston,OrangeCounty,5,3.20,0.00,-0.36,-0.36,-0.10,0.00,-6.28,-0.10,-1.00,-1.00,-2.09,-3.44,1.46,-1.62,-0.32,0.33,0.35,0.18,-0.01,38.34,1.47,-1.00,-1.00,33.74,0.05,-0.17,0.04,-4.28,0.20,-1.00,-1.00,-0.01,-0.01,-0.02,-0.08,0.54,0.01,13.30,-0.27,32.05,0.85,1.36,-1.00,-1.00,-0.68,30.03,28.90,-0.03,-54.38,1291,,,,,
5528,Ultime,St. Louis,Montreal,4,4.27,-0.03,3.74,3.73,-0.12,0.00,-7.04,-0.12,-1.00,-1.00,-2.35,0.97,-0.57,-7.56,-2.60,0.33,0.30,0.24,0.00,39.68,1.62,-1.00,-1.00,49.47,0.09,0.21,-0.06,12.39,0.53,-1.00,-1.00,-0.02,0.00,0.02,0.08,0.81,0.40,20.36,10.33,32.64,0.87,1.50,-1.00,-1.00,1.14,60.77,60.43,0.30,-1.39,1548,,,,,
1209,Robo Hornets,Houston,Oklahoma,4,5.54,0.00,-0.03,-0.03,0.17,0.00,9.92,0.17,-1.00,-1.00,3.31,15.42,0.16,-0.04,-0.02,0.33,0.31,0.03,0.00,20.45,0.62,-1.00,-1.00,43.64,0.32,0.08,0.07,23.21,0.75,-1.00,-1.00,0.00,0.00,-0.02,-0.32,1.07,0.12,26.53,1.50,30.37,0.68,0.78,-1.00,-1.00,-0.06,60.56,60.56,0.08,-29.49,1431,,,,,
5902,The Wire Clippers,St. Louis,NESouthernNH,4,5.37,0.29,-0.15,-0.14,0.02,0.00,1.36,0.02,-1.00,-1.00,0.45,6.59,0.08,-0.59,-0.06,0.33,0.34,0.24,-0.03,34.44,1.44,-1.00,-1.00,24.26,-0.08,-0.23,0.11,-10.13,0.08,-1.00,-1.00,0.00,-0.03,0.10,0.28,0.53,-0.17,13.87,-2.74,35.80,0.88,1.46,-1.00,-1.00,-0.19,28.11,25.00,0.05,-56.36,1307,,,,,
238,Crusaders,St. Louis,NESouthernNH,4,4.76,-0.34,-0.09,-0.18,0.45,0.00,27.15,0.45,-1.00,-1.00,9.05,31.73,-1.59,5.58,1.54,0.33,0.34,0.41,-0.02,24.28,1.74,-1.00,-1.00,58.73,0.15,0.38,0.14,32.92,0.94,-1.00,-1.00,0.00,-0.02,0.11,0.01,0.19,0.10,5.30,2.49,51.43,1.06,2.19,-1.00,-1.00,1.36,92.95,91.07,0.35,24.86,1577,,,,,
4678,CyberCavs,St. Louis,ONUniversityOfWaterloo,4,4.96,-0.02,-0.08,-0.09,0.58,0.00,34.60,0.58,-1.00,-1.00,11.53,39.47,-1.43,-4.04,-1.46,0.32,0.39,0.32,0.08,21.14,1.94,-1.00,-1.00,44.83,0.21,0.09,0.20,25.15,0.79,-1.00,-1.00,-0.07,0.08,-0.08,0.43,0.19,0.44,4.40,13.15,55.74,1.11,2.52,-1.00,-1.00,-1.55,97.45,104.32,0.29,29.49,1618,,,,,
3925,Circuit of Life,Houston,Ventura,3,5.07,-0.01,-0.09,-0.09,0.03,0.00,2.00,0.03,-1.00,-1.00,0.67,6.98,0.04,2.90,0.89,0.33,0.21,0.20,0.09,31.93,1.73,-1.00,-1.00,54.60,0.24,0.15,0.04,21.78,0.72,-1.00,-1.00,0.00,0.09,-0.10,-0.09,0.10,0.13,2.09,2.74,33.93,0.83,1.76,-1.00,-1.00,0.81,64.33,73.58,0.21,7.44,1515,,,,,
5818,Riviera Robotics,Houston,Ventura,3,4.31,-0.00,0.50,0.50,0.32,0.00,19.17,0.32,-1.00,-1.00,6.39,23.98,-0.15,0.45,0.14,0.33,0.33,0.29,0.09,28.88,2.03,-1.00,-1.00,54.15,0.32,-0.02,0.20,25.13,0.79,-1.00,-1.00,0.00,0.09,0.25,0.14,0.53,0.92,14.46,23.76,48.05,1.04,2.35,-1.00,-1.00,0.64,101.88,110.76,0.07,32.50,1525,,,,,
