Minnesota10000Lakes,mnmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
3081,RoboEagles,3,4.20,-0.35,-0.27,-0.38,0.25,0.00,15.28,0.25,-1.00,-1.00,5.09,19.10,-1.22,1.59,0.28,0.33,0.39,0.06,0.07,24.11,1.20,-1.00,-1.00,55.41,0.15,0.22,0.25,31.02,0.60,-1.00,-1.00,0.00,0.07,0.11,0.14,-0.33,0.30,-7.70,8.26,39.39,0.86,1.46,-1.00,-1.00,-0.10,82.77,90.17,0.05,13.04,1474,,,,,
3082,Chicken Bot Pie,2,4.59,0.19,0.55,0.56,0.17,0.00,10.11,0.17,-1.00,-1.00,3.37,14.34,1.13,2.94,0.97,0.35,0.35,0.16,0.01,29.57,1.19,-1.00,-1.00,53.22,0.21,0.21,0.21,26.22,-1.00,-1.00,-1.00,0.01,0.01,-0.02,0.19,-0.03,0.22,-0.48,5.92,35.10,0.82,1.29,-1.00,-1.00,1.33,66.78,67.05,0.26,16.13,1496,,,,,
3100,Lightning Turtles,2,4.40,0.15,0.45,0.46,0.15,0.00,8.80,0.15,-1.00,-1.00,2.93,12.99,0.92,2.44,0.80,0.34,0.33,0.14,0.01,28.22,1.09,-1.00,-1.00,50.46,0.19,0.19,0.18,24.02,-1.00,-1.00,-1.00,0.00,0.01,0.01,0.17,-0.00,0.18,0.38,5.07,33.67,0.79,1.19,-1.00,-1.00,1.12,63.59,63.82,0.23,11.83,1444,,,,,
3184,Blaze Robotics,3,2.96,0.37,1.81,1.91,0.11,0.00,6.68,0.11,-1.00,-1.00,2.23,11.56,-1.23,1.58,0.39,0.33,0.35,0.40,0.00,39.09,2.20,-1.00,-1.00,54.66,-0.05,0.07,0.28,15.18,0.47,-1.00,-1.00,0.06,0.00,0.05,-0.07,-0.33,0.04,-8.13,0.58,45.77,1.09,2.31,-1.00,-1.00,2.31,66.79,67.92,0.42,5.39,1493,,,,,
3202,KnightBots,2,2.54,-0.26,-0.58,-0.58,-0.07,0.00,-4.03,-0.07,-1.00,-1.00,-1.34,-0.35,-1.17,-2.45,-0.80,0.30,0.17,-0.07,-0.02,15.03,0.12,-1.00,-1.00,23.29,-0.05,-0.05,-0.05,2.42,-1.00,-1.00,-1.00,-0.01,-0.02,0.29,-0.12,0.33,-0.15,8.75,-3.31,19.62,0.48,0.19,-1.00,-1.00,-1.02,32.29,32.11,-0.01,-30.41,1448,,,,,
3244,Granite City Gear Heads,2,4.84,0.25,0.69,0.70,0.20,0.00,11.85,0.20,-1.00,-1.00,3.95,16.15,1.42,3.60,1.18,0.35,0.37,0.19,0.02,31.36,1.32,-1.00,-1.00,56.91,0.24,0.24,0.24,29.15,-1.00,-1.00,-1.00,0.01,0.02,-0.06,0.23,-0.08,0.26,-1.61,7.06,37.00,0.86,1.42,-1.00,-1.00,1.62,71.03,71.35,0.29,21.86,1461,,,,,
3278,QWERTY Robotics,2,3.92,0.04,0.18,0.19,0.09,0.00,5.49,0.09,-1.00,-1.00,1.83,9.54,0.38,1.17,0.39,0.33,0.29,0.09,0.00,24.82,0.84,-1.00,-1.00,43.44,0.13,0.13,0.12,18.44,-1.00,-1.00,-1.00,0.00,0.00,0.08,0.09,0.08,0.10,2.54,2.90,30.04,0.71,0.93,-1.00,-1.00,0.57,55.50,55.63,0.17,0.92,1452,,,,,
3299,Warehouse Crew,2,2.32,-0.31,-0.71,-0.70,-0.09,0.00,-5.57,-0.09,-1.00,-1.00,-1.86,-1.94,-1.42,-3.04,-1.00,0.30,0.15,-0.09,-0.02,13.45,0.01,-1.00,-1.00,20.04,-0.08,-0.08,-0.08,-0.17,-1.00,-1.00,-1.00,-0.01,-0.02,0.32,-0.15,0.37,-0.18,9.76,-4.31,17.94,0.44,0.07,-1.00,-1.00,-1.27,28.54,28.31,-0.04,-35.47,1455,,,,,
3300,Midwest WARRIORS,2,2.11,-0.36,-0.82,-0.82,-0.12,0.00,-6.99,-0.12,-1.00,-1.00,-2.33,-3.41,-1.65,-3.58,-1.17,0.29,0.13,-0.12,-0.03,11.99,-0.10,-1.00,-1.00,17.04,-0.10,-0.10,-0.10,-2.56,-1.00,-1.00,-1.00,-0.01,-0.03,0.35,-0.18,0.40,-0.22,10.68,-5.24,16.39,0.41,-0.04,-1.00,-1.00,-1.51,25.08,24.81,-0.06,-40.13,1380,,,,,
3407,Mustybots,2,3.06,-0.15,-0.29,-0.29,-0.01,0.00,-0.42,-0.01,-1.00,-1.00,-0.14,3.41,-0.58,-1.08,-0.35,0.31,0.21,-0.01,-0.01,18.74,0.39,-1.00,-1.00,30.94,0.02,0.02,0.01,8.49,-1.00,-1.00,-1.00,-0.01,-0.01,0.21,-0.04,0.24,-0.05,6.40,-0.95,23.58,0.56,0.47,-1.00,-1.00,-0.42,41.10,41.03,0.06,-18.53,1374,,,,,
