LoneStarCentral,txho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
3997,Screaming Chickens,3.87,0.00,-0.16,-0.16,0.11,0.00,6.43,0.11,-1.00,-1.00,2.14,10.14,0.32,0.90,0.38,0.33,0.31,0.12,-0.01,25.94,0.92,-1.00,-1.00,44.65,0.28,-0.02,0.10,18.34,0.59,-1.00,-1.00,0.00,-0.01,0.23,0.07,0.30,0.47,8.73,12.12,32.37,0.76,1.03,-1.00,-1.00,0.22,66.90,65.48,-0.03,-12.57,1426,,,,,
3999,Shadetree Robotics,4.22,0.00,-0.13,-0.13,0.36,0.00,21.64,0.36,-1.00,-1.00,7.21,25.72,1.28,0.11,0.15,0.33,0.36,-0.15,-0.00,7.35,-0.24,-1.00,-1.00,39.15,0.22,0.29,0.13,31.65,0.67,-1.00,-1.00,-0.00,-0.00,0.06,0.26,-0.33,0.04,-7.98,2.43,28.99,0.54,0.12,-1.00,-1.00,0.02,67.30,67.17,0.39,4.74,1446,,,,,
4179,Tahisco Techs,3.70,0.00,1.35,1.35,-0.08,0.00,-4.96,-0.08,-1.00,-1.00,-1.65,0.09,1.81,-3.77,-1.07,0.33,0.15,-0.17,0.00,15.94,-0.29,-1.00,-1.00,30.56,-0.16,0.43,0.05,15.69,0.20,-1.00,-1.00,0.01,0.00,0.11,-0.07,0.02,0.03,1.11,0.46,10.98,0.32,-0.37,-1.00,-1.00,0.28,31.11,31.38,0.13,-2.92,1408,,,,,
4219,R4 Robo Riders,4.72,0.00,0.82,0.82,0.13,0.00,7.82,0.13,-1.00,-1.00,2.61,13.36,-0.48,1.37,0.28,0.33,0.39,0.34,-0.01,37.40,2.00,-1.00,-1.00,18.47,-0.09,-0.14,-0.16,-19.21,0.00,-1.00,-1.00,0.02,-0.01,-0.19,0.24,0.15,0.29,2.68,8.49,45.22,1.07,2.13,-1.00,-1.00,1.10,40.33,40.03,0.18,-41.35,1354,,,,,
4328,Furious Falcons,4.25,0.00,-0.12,-0.12,0.32,0.00,19.12,0.32,-1.00,-1.00,6.37,23.24,-2.59,-0.90,-0.57,0.33,0.28,0.09,0.00,15.76,0.65,-1.00,-1.00,37.53,0.34,-0.00,0.11,22.34,0.58,-1.00,-1.00,-0.01,0.00,0.47,0.10,-0.07,0.01,0.66,0.77,34.87,0.71,0.96,-1.00,-1.00,-0.69,61.54,61.83,0.13,15.84,1421,,,,,
4403,ROULT,4.11,0.00,-1.66,-1.66,-0.00,0.00,-0.10,-0.00,-1.00,-1.00,-0.03,2.35,-3.05,3.65,0.74,0.33,0.39,-0.03,-0.01,27.33,0.60,-1.00,-1.00,21.96,0.16,-0.23,-0.05,-6.11,0.00,-1.00,-1.00,0.02,-0.01,-0.07,-0.02,0.73,0.04,17.85,0.80,27.23,0.68,0.60,-1.00,-1.00,-0.92,25.10,24.76,0.04,-41.60,1412,,,,,
4639,RoboSpartans,5.59,0.00,1.63,1.63,0.25,0.00,15.06,0.25,-1.00,-1.00,5.02,22.28,0.39,10.68,3.43,0.33,0.24,0.13,0.01,18.49,0.82,-1.00,-1.00,51.20,0.47,0.06,0.06,29.28,0.50,-1.00,-1.00,0.02,0.01,-0.09,-0.09,0.09,0.03,1.89,0.25,33.55,0.71,1.07,-1.00,-1.00,5.06,73.73,75.11,0.21,24.18,1516,,,,,
5070,Gearnotics,-0.27,0.00,-2.03,-2.03,-0.19,0.00,-11.56,-0.19,-1.00,-1.00,-3.85,-13.86,2.57,-9.16,-2.77,0.33,0.20,-0.13,0.02,24.33,0.16,-1.00,-1.00,22.18,-0.05,-0.05,0.11,0.62,0.00,-1.00,-1.00,-0.10,0.02,0.12,0.04,0.20,-0.31,5.61,-7.49,12.77,0.42,-0.04,-1.00,-1.00,-4.81,0.82,0.53,-0.16,-102.65,1244,,,,,
5414,Pearadox,3.81,0.00,1.36,1.36,-0.14,0.00,-8.49,-0.14,-1.00,-1.00,-2.83,-3.32,4.17,0.05,0.47,0.33,0.35,0.07,-0.02,34.74,0.97,-1.00,-1.00,60.51,0.05,0.09,0.37,25.30,0.43,-1.00,-1.00,0.01,-0.02,0.06,-0.03,-0.20,-0.11,-4.74,-2.75,26.24,0.73,0.83,-1.00,-1.00,1.84,54.44,52.37,0.38,15.45,1450,,,,,
5417,Eagle Robotics,5.10,0.00,-0.39,-0.39,0.12,0.00,7.28,0.12,-1.00,-1.00,2.43,12.00,-3.10,3.06,0.67,0.33,0.44,0.28,-0.03,36.19,1.70,-1.00,-1.00,73.92,0.52,0.01,0.21,37.06,0.67,-1.00,-1.00,0.02,-0.03,0.13,0.01,0.04,0.63,1.51,15.92,43.47,1.03,1.83,-1.00,-1.00,0.29,101.84,99.28,0.02,10.39,1482,,,,,
5427,Steel Talons or Tompkins Robotics,5.74,0.00,0.14,0.14,0.33,0.00,19.77,0.33,-1.00,-1.00,6.59,25.65,4.82,-0.93,0.28,0.33,0.37,0.50,-0.01,34.65,2.36,-1.00,-1.00,60.51,0.10,0.30,0.11,25.59,0.67,-1.00,-1.00,-0.01,-0.01,0.05,0.20,-0.14,-0.07,-3.14,-0.68,54.42,1.20,2.69,-1.00,-1.00,0.41,85.48,84.49,0.30,18.88,1489,,,,,
5526,tCATs,4.55,0.00,-0.11,-0.11,0.16,0.00,9.63,0.16,-1.00,-1.00,3.21,14.06,1.49,-2.38,-0.72,0.33,0.29,0.05,0.10,24.39,1.20,-1.00,-1.00,53.99,0.24,0.12,0.25,30.31,0.71,-1.00,-1.00,-0.02,0.10,0.11,0.16,0.05,-0.16,1.68,-3.27,34.02,0.77,1.36,-1.00,-1.00,-0.83,64.78,73.88,0.08,-0.25,1442,,,,,
5829,AwtyBots,4.29,0.00,0.12,0.12,0.05,0.00,2.93,0.05,-1.00,-1.00,0.98,7.34,-3.24,-2.07,-1.06,0.33,0.36,0.38,0.10,44.94,2.78,-1.00,-1.00,51.65,0.19,0.05,-0.08,7.77,0.41,-1.00,-1.00,-0.01,0.10,-0.13,-0.07,0.31,0.01,7.03,-0.04,47.87,1.17,2.83,-1.00,-1.00,-0.94,58.95,68.74,0.14,-5.45,1481,,,,,
5908,Spartans,3.97,0.00,-2.04,-2.04,-0.12,0.00,-7.24,-0.12,-1.00,-1.00,-2.41,-5.31,-2.64,0.05,-0.26,0.33,0.40,-0.16,0.00,28.06,0.30,-1.00,-1.00,31.48,0.04,0.13,-0.10,3.69,0.18,-1.00,-1.00,0.00,0.00,-0.07,0.02,0.14,0.19,3.15,4.95,20.81,0.58,0.18,-1.00,-1.00,-2.30,31.12,31.34,0.05,-16.96,1358,,,,,
5986,Iron Fangs,6.43,0.00,-0.20,-0.20,-0.14,0.00,-8.15,-0.14,-1.00,-1.00,-2.72,-1.92,0.20,0.50,0.14,0.33,0.34,-0.01,0.01,32.22,0.82,-1.00,-1.00,64.20,0.11,0.51,0.02,31.84,0.40,-1.00,-1.00,-0.00,0.01,0.12,0.14,0.12,-0.21,3.69,-4.54,24.06,0.67,0.68,-1.00,-1.00,-0.05,57.74,58.70,0.20,-10.84,1464,,,,,
6111,Battle Guard,1.51,0.00,0.71,0.71,0.06,0.00,3.38,0.06,-1.00,-1.00,1.13,5.59,-2.47,-0.45,-0.40,0.33,0.42,-0.07,-0.02,24.48,0.41,-1.00,-1.00,17.69,-0.16,-0.07,0.10,-6.39,0.10,-1.00,-1.00,0.01,-0.02,-0.02,0.08,0.67,-0.10,16.58,-2.11,27.86,0.67,0.46,-1.00,-1.00,0.31,21.18,19.77,-0.18,-43.56,1339,,,,,
6377,Howdy Bots,-0.55,0.00,0.24,0.24,0.10,0.00,6.01,0.10,-1.00,-1.00,2.00,5.69,1.40,-3.80,-1.09,0.33,0.38,0.28,0.01,35.97,1.84,-1.00,-1.00,77.60,0.33,-0.05,0.57,42.72,0.67,-1.00,-1.00,-0.02,0.01,-0.24,-0.11,0.61,-0.21,14.03,-5.69,41.97,1.00,1.94,-1.00,-1.00,-0.85,77.60,78.49,0.12,-0.17,1431,,,,,
6488,RoboRams,5.11,0.00,-0.34,-0.34,-0.13,0.00,-7.82,-0.13,-1.00,-1.00,-2.61,-3.05,-1.18,-2.04,-0.76,0.33,0.20,0.08,-0.01,29.86,0.84,-1.00,-1.00,42.98,0.17,0.09,0.02,13.88,0.33,-1.00,-1.00,-0.01,-0.01,-0.04,0.19,-0.04,-0.22,-1.19,-4.48,22.03,0.62,0.71,-1.00,-1.00,-1.10,35.45,34.63,0.11,-31.04,1364,,,,,
6562,She Heroes,3.91,0.00,0.10,0.10,-0.04,0.00,-2.22,-0.04,-1.00,-1.00,-0.74,1.79,-0.34,-0.56,-0.24,0.33,0.08,-0.13,0.00,13.04,-0.29,-1.00,-1.00,6.35,-0.02,0.03,-0.14,-6.45,0.00,-1.00,-1.00,-0.00,0.00,-0.02,-0.08,-0.27,0.53,-6.75,12.95,10.82,0.29,-0.33,-1.00,-1.00,-0.14,21.08,21.39,0.35,0.96,1368,,,,,
6647,Voltec Robotics,3.14,0.00,1.13,1.13,-0.06,0.00,-3.76,-0.06,-1.00,-1.00,-1.25,0.51,-0.39,5.54,1.76,0.33,0.28,0.24,-0.00,36.55,1.57,-1.00,-1.00,60.08,0.06,0.25,0.13,21.77,0.30,-1.00,-1.00,0.02,-0.00,0.20,0.18,-0.23,-0.01,-4.71,0.67,32.80,0.85,1.51,-1.00,-1.00,2.89,61.27,61.26,0.13,-5.59,1355,,,,,
6682,Team Outreach,0.42,0.00,0.25,0.25,-0.01,0.00,-0.60,-0.01,-1.00,-1.00,-0.20,0.06,5.88,0.63,0.73,0.33,0.19,0.03,-0.01,22.07,0.45,-1.00,-1.00,8.90,-0.14,-0.09,-0.05,-13.90,0.10,-1.00,-1.00,0.01,-0.01,0.02,0.04,0.11,-0.17,2.76,-4.15,21.47,0.54,0.44,-1.00,-1.00,0.98,4.82,3.85,-0.15,-54.79,1341,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
