ISR3,isde3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
1574,MisCar,5.06,0.00,16.66,16.66,0.21,0.00,12.89,0.21,-1.00,-1.00,4.30,34.61,0.00,52.31,17.13,0.33,0.35,0.23,0.00,28.14,1.42,-1.00,-1.00,75.42,0.26,-0.08,0.42,30.15,0.88,-1.00,-1.00,0.60,0.00,0.42,0.04,0.00,0.31,2.15,7.96,41.04,0.92,1.64,-1.00,-1.00,33.79,118.00,129.92,0.54,81.18,1730,,,,,
1576,Eroni Chet,5.96,0.00,-0.24,-0.24,0.02,0.00,1.24,0.02,-1.00,-1.00,0.41,6.96,0.00,0.16,0.03,0.33,0.35,-0.08,0.00,23.59,0.38,-1.00,-1.00,36.72,-0.12,-0.10,0.48,13.11,0.30,-1.00,-1.00,-0.01,0.00,0.59,-0.06,0.32,-0.03,10.89,-1.09,24.83,0.61,0.40,-1.00,-1.00,-0.21,42.60,42.33,-0.05,-48.47,1353,,,,,
1577,SteamPunk,5.10,0.00,0.40,0.40,0.22,0.00,13.04,0.22,-1.00,-1.00,4.35,18.54,0.00,3.45,1.17,0.33,0.34,0.51,0.00,38.51,2.49,-1.00,-1.00,84.13,0.30,0.33,0.26,44.45,0.69,-1.00,-1.00,0.06,0.00,0.12,0.22,-0.22,0.35,-4.88,9.96,51.55,1.18,2.71,-1.00,-1.00,1.57,112.62,113.92,0.32,67.22,1574,,,,,
1580, The Blue Monkeys,5.20,0.00,-0.06,-0.06,-0.12,0.00,-6.95,-0.12,-1.00,-1.00,-2.32,-1.81,0.00,1.21,0.42,0.33,0.26,-0.12,0.00,23.85,0.18,-1.00,-1.00,58.97,0.32,0.03,0.34,34.70,0.73,-1.00,-1.00,0.02,0.00,0.50,0.10,-0.10,0.17,0.03,4.89,16.90,0.48,0.06,-1.00,-1.00,0.36,62.04,62.53,0.04,-25.09,1387,,,,,
1657,Hamosad,5.45,0.00,-1.39,-1.39,0.31,0.00,18.49,0.31,-1.00,-1.00,6.16,22.55,0.00,7.46,2.49,0.33,0.34,0.24,0.00,24.22,1.34,-1.00,-1.00,88.71,0.49,0.28,0.46,62.00,1.00,-1.00,-1.00,0.06,0.00,0.12,0.31,-0.06,0.28,-0.89,8.60,42.71,0.91,1.64,-1.00,-1.00,1.09,119.86,121.11,0.17,61.16,1531,,,,,
1943,Neat Team,5.56,0.00,-0.87,-0.87,0.19,0.00,11.32,0.19,-1.00,-1.00,3.77,16.02,0.00,2.86,0.92,0.33,0.35,0.07,0.00,22.72,0.81,-1.00,-1.00,29.16,-0.01,-0.03,0.15,5.53,0.20,-1.00,-1.00,-0.07,0.00,0.64,0.17,-0.09,-0.14,1.01,-2.57,34.04,0.76,1.00,-1.00,-1.00,0.05,42.61,41.27,-0.04,-25.66,1410,,,,,
1954,ElectroBunny,2.96,0.00,1.16,1.16,-0.01,0.00,-0.76,-0.01,-1.00,-1.00,-0.25,3.36,0.00,0.22,0.11,0.33,0.23,0.13,0.00,28.33,1.00,-1.00,-1.00,37.55,0.09,0.08,0.01,9.11,0.20,-1.00,-1.00,0.06,0.00,0.06,0.14,0.08,-0.06,2.35,-0.70,27.57,0.70,0.98,-1.00,-1.00,1.26,40.20,41.49,0.02,-24.02,1403,,,,,
2096,RoboActive,2.78,0.00,0.36,0.36,0.43,0.00,25.78,0.43,-1.00,-1.00,8.59,28.93,0.00,2.28,0.77,0.33,0.35,0.45,0.00,27.97,2.06,-1.00,-1.00,44.14,0.09,0.14,0.08,15.41,0.57,-1.00,-1.00,0.04,0.00,0.23,0.15,0.05,0.25,2.44,7.08,53.75,1.13,2.49,-1.00,-1.00,1.13,80.15,81.02,0.19,-5.54,1450,,,,,
2230,General Angels,3.62,0.00,0.55,0.55,0.18,0.00,10.85,0.18,-1.00,-1.00,3.62,15.01,0.00,-0.62,-0.15,0.33,0.35,0.39,0.00,35.80,2.09,-1.00,-1.00,55.05,0.22,0.37,-0.20,19.41,0.69,-1.00,-1.00,0.01,0.00,0.44,0.07,0.10,0.38,4.70,9.74,46.64,1.08,2.27,-1.00,-1.00,0.39,79.80,79.94,0.13,24.20,1597,,,,,
