team,home championship,,,
3374,Houston,,,
3379,St. Louis,,,
3381,St. Louis,,,
3386,St. Louis,,,
3387,St. Louis,,,
3388,Houston,,,
3389,St. Louis,,,
3390,Houston,,,
3393,Houston,,,
3397,St. Louis,,,
3398,St. Louis,,,
3402,Houston,,,
3405,Houston,,,
3407,St. Louis,,,
3408,Houston,,,
3410,Houston,,,
3414,St. Louis,,,
3417,Houston,,,
3418,St. Louis,,,
3419,St. Louis,,,
3451,St. Louis,,,
3452,St. Louis,,,
3453,Houston,,,
3454,St. Louis,,,
3455,St. Louis,,,
3457,Houston,,,
3458,St. Louis,,,
3459,Houston,,,
3461,St. Louis,,,
3464,St. Louis,,,
3465,Houston,,,
3466,St. Louis,,,
3467,St. Louis,,,
3468,Houston,,,
3470,Houston,,,
3472,Houston,,,
3473,Houston,,,
3476,Houston,,,
3478,Houston,,,
3480,Houston,,,
3481,Houston,,,
3482,Houston,,,
3484,St. Louis,,,
3485,St. Louis,,,
3487,St. Louis,,,
3488,St. Louis,,,
3489,Houston,,,
3490,Houston,,,
3491,Houston,,,
3492,St. Louis,,,
3494,St. Louis,,,
3495,Houston,,,
3498,Houston,,,
3501,Houston,,,
3504,St. Louis,,,
3506,Houston,,,
3507,Houston,,,
3510,Houston,,,
3511,St. Louis,,,
3512,Houston,,,
3513,Houston,,,
3515,St. Louis,,,
3525,St. Louis,,,
3527,Houston,,,
3528,St. Louis,,,
3532,St. Louis,,,
3533,St. Louis,,,
3534,St. Louis,,,
3535,St. Louis,,,
3536,St. Louis,,,
3537,St. Louis,,,
3538,St. Louis,,,
3539,St. Louis,,,
3542,St. Louis,,,
3543,St. Louis,,,
3544,St. Louis,,,
3545,Houston,,,
3546,St. Louis,,,
3547,St. Louis,,,
3550,St. Louis,,,
3555,St. Louis,,,
3556,Houston,,,
3559,St. Louis,,,
3560,St. Louis,,,
3561,Houston,,,
3562,Houston,,,
3566,St. Louis,,,
3568,St. Louis,,,
3570,St. Louis,,,
3571,St. Louis,,,
3572,St. Louis,,,
3573,Houston,,,
3574,Houston,,,
3575,Houston,,,
3577,Houston,,,
3581,Houston,,,
3588,Houston,,,
3591,St. Louis,,,
3593,Houston,,,
3596,St. Louis,,,
3597,St. Louis,,,
3598,Houston,,,
3602,St. Louis,,,
3603,St. Louis,,,
3604,St. Louis,,,
3606,Houston,,,
3609,St. Louis,,,
3610,St. Louis,,,
3612,Houston,,,
3615,Houston,,,
3616,Houston,,,
3617,St. Louis,,,
3618,St. Louis,,,
3619,St. Louis,,,
3620,St. Louis,,,
3623,St. Louis,,,
3624,St. Louis,,,
3627,Houston,,,
3630,St. Louis,,,
3632,St. Louis,,,
3633,St. Louis,,,
3634,St. Louis,,,
3635,Houston,,,
3636,Houston,,,
3637,St. Louis,,,
3641,St. Louis,,,
3646,Houston,,,
3647,Houston,,,
3648,Houston,,,
3650,St. Louis,,,
3651,Houston,,,
3653,Houston,,,
3654,St. Louis,,,
3655,St. Louis,,,
3656,St. Louis,,,
3658,St. Louis,,,
3660,Houston,,,
3661,Houston,,,
3663,Houston,,,
3666,Houston,,,
3667,St. Louis,,,
3668,St. Louis,,,
3669,Houston,,,
3673,Houston,,,
3674,Houston,,,
3676,Houston,,,
3679,Houston,,,
3680,Houston,,,
3683,St. Louis,,,
3684,Houston,,,
3688,St. Louis,,,
3691,St. Louis,,,
3692,St. Louis,,,
3693,Houston,,,
3694,Houston,,,
3695,St. Louis,,,
3700,Houston,,,
3704,Houston,,,
3707,St. Louis,,,
3711,Houston,,,
3712,Houston,,,
3714,St. Louis,,,
3719,St. Louis,,,
3721,Houston,,,
3723,St. Louis,,,
3728,Houston,,,
3729,Houston,,,
3734,St. Louis,,,
3735,Houston,,,
3737,Houston,,,
3739,St. Louis,,,
3740,St. Louis,,,
3741,Houston,,,
3743,Houston,,,
3745,St. Louis,,,
3748,St. Louis,,,
3749,Houston,,,
3750,St. Louis,,,
3751,St. Louis,,,
3753,Houston,,,
3754,St. Louis,,,
3755,St. Louis,,,
3756,St. Louis,,,
3759,Houston,,,
3760,St. Louis,,,
3767,St. Louis,,,
3770,St. Louis,,,
3773,St. Louis,,,
3777,St. Louis,,,
3780,St. Louis,,,
3781,Houston,,,
3785,Houston,,,
3786,Houston,,,
3789,Houston,,,
3792,St. Louis,,,
3793,St. Louis,,,
3794,Houston,,,
3796,Houston,,,
3799,St. Louis,,,
3800,Houston,,,
3802,Houston,,,
3807,Houston,,,
3812,Houston,,,
3814,St. Louis,,,
3815,Houston,,,
3821,St. Louis,,,
3822,Houston,,,
3824,Houston,,,
3826,Houston,,,
3834,Houston,,,
3835,Houston,,,
3838,St. Louis,,,
3839,St. Louis,,,
3840,St. Louis,,,
3843,St. Louis,,,
3844,St. Louis,,,
3845,Houston,,,
3847,Houston,,,
3848,St. Louis,,,
3851,Houston,,,
3853,Houston,,,
3859,Houston,,,
3861,Houston,,,
3863,Houston,,,
3865,St. Louis,,,
3871,St. Louis,,,
3872,St. Louis,,,
3875,St. Louis,,,
3876,Houston,,,
3878,Houston,,,
3880,Houston,,,
3881,Houston,,,
3882,Houston,,,
3883,St. Louis,,,
3925,Houston,,,
3926,St. Louis,,,
3928,St. Louis,,,
3929,St. Louis,,,
3930,St. Louis,,,
3931,Houston,,,
3932,Houston,,,
3933,Houston,,,
3936,St. Louis,,,
3937,Houston,,,
3939,St. Louis,,,
3940,St. Louis,,,
3941,St. Louis,,,
3944,Houston,,,
3946,Houston,,,
3947,St. Louis,,,
3950,St. Louis,,,
3951,St. Louis,,,
3952,Houston,,,
3953,Houston,,,
3954,St. Louis,,,
3955,St. Louis,,,
3957,St. Louis,,,
3958,St. Louis,,,
3959,Houston,,,
3965,Houston,,,
3966,Houston,,,
3969,St. Louis,,,
3970,Houston,,,
3971,Houston,,,
3974,St. Louis,,,
3975,St. Louis,,,
3976,Houston,,,
3981,St. Louis,,,
3984,Houston,,,
3985,St. Louis,,,
3986,St. Louis,,,
3988,St. Louis,,,
3990,St. Louis,,,
3991,Houston,,,
3993,Houston,,,
3996,St. Louis,,,
3997,Houston,,,
3998,Houston,,,
3999,Houston,,,
4001,St. Louis,,,
4003,St. Louis,,,
4004,St. Louis,,,
4005,Houston,,,
4006,St. Louis,,,
4007,St. Louis,,,
4009,St. Louis,,,
4010,Houston,,,
4011,St. Louis,,,
4012,St. Louis,,,
4013,Houston,,,
4014,Houston,,,
4015,St. Louis,,,
4019,Houston,,,
4020,Houston,,,
4021,St. Louis,,,
4023,St. Louis,,,
4024,Houston,,,
4026,Houston,,,
4027,St. Louis,,,
4028,St. Louis,,,
4034,St. Louis,,,
4035,St. Louis,,,
4039,St. Louis,,,
4041,St. Louis,,,
4042,St. Louis,,,
4043,Houston,,,
4048,St. Louis,,,
4049,St. Louis,,,
4050,St. Louis,,,
4051,Houston,,,
4053,Houston,,,
4054,St. Louis,,,
4055,St. Louis,,,
4056,Houston,,,
4057,Houston,,,
4060,Houston,,,
4061,Houston,,,
4063,Houston,,,
4064,Houston,,,
4065,Houston,,,
4067,St. Louis,,,
4068,Houston,,,
4069,St. Louis,,,
4073,Houston,,,
4074,Houston,,,
4075,Houston,,,
4076,Houston,,,
4077,Houston,,,
4078,Houston,,,
4079,Houston,,,
4080,Houston,,,
4083,Houston,,,
4085,St. Louis,,,
4087,Houston,,,
4089,Houston,,,
4091,Houston,,,
4096,St. Louis,,,
4097,St. Louis,,,
4098,Houston,,,
4099,St. Louis,,,
4103,St. Louis,,,
4104,Houston,,,
4107,Houston,,,
4110,Houston,,,
4111,Houston,,,
4112,Houston,,,
4114,Houston,,,
4118,Houston,,,
4119,St. Louis,,,
4120,Houston,,,
4121,St. Louis,,,
4122,St. Louis,,,
4123,Houston,,,
4125,Houston,,,
4127,Houston,,,
4130,St. Louis,,,
4131,Houston,,,
4132,Houston,,,
4135,Houston,,,
4137,St. Louis,,,
4139,Houston,,,
4141,Houston,,,
4143,St. Louis,,,
4145,St. Louis,,,
4146,Houston,,,
4150,St. Louis,,,
4151,St. Louis,,,
4152,St. Louis,,,
4153,Houston,,,
4156,St. Louis,,,
4159,Houston,,,
4160,Houston,,,
4161,Houston,,,
4166,St. Louis,,,
4169,St. Louis,,,
4171,Houston,,,
4173,Houston,,,
4174,St. Louis,,,
4175,Houston,,,
4176,St. Louis,,,
4179,Houston,,,
4180,Houston,,,
4181,St. Louis,,,
4182,St. Louis,,,
4183,Houston,,,
4186,Houston,,,
4187,St. Louis,,,
4188,Houston,,,
4189,Houston,,,
4191,Houston,,,
4192,Houston,,,
4193,Houston,,,
4195,Houston,,,
4198,St. Louis,,,
4201,Houston,,,
4203,St. Louis,,,
4205,Houston,,,
4206,Houston,,,
4207,St. Louis,,,
4209,Houston,,,
4212,St. Louis,,,
4213,St. Louis,,,
4215,St. Louis,,,
4216,St. Louis,,,
4217,St. Louis,,,
4219,Houston,,,
4225,St. Louis,,,
4226,St. Louis,,,
4229,St. Louis,,,
4230,St. Louis,,,
4232,St. Louis,,,
4235,Houston,,,
4237,St. Louis,,,
4238,St. Louis,,,
4239,St. Louis,,,
4240,Houston,,,
4241,St. Louis,,,
4242,St. Louis,,,
4243,Houston,,,
4246,St. Louis,,,
4247,St. Louis,,,
4248,St. Louis,,,
4252,St. Louis,,,
4253,St. Louis,,,
4255,Houston,,,
4256,St. Louis,,,
4260,St. Louis,,,
4262,Houston,,,
4263,St. Louis,,,
4264,Houston,,,
4265,Houston,,,
4267,Houston,,,
4268,Houston,,,
4269,St. Louis,,,
4270,Houston,,,
4272,St. Louis,,,
4276,Houston,,,
4277,St. Louis,,,
4281,St. Louis,,,
4283,St. Louis,,,
4284,St. Louis,,,
4285,St. Louis,,,
4286,St. Louis,,,
4290,Houston,,,
4291,Houston,,,
4292,St. Louis,,,
4293,Houston,,,
4295,Houston,,,
4296,St. Louis,,,
4298,Houston,,,
4299,St. Louis,,,
4301,Houston,,,
4306,Houston,,,
4308,St. Louis,,,
4309,Houston,,,
4311,St. Louis,,,
4314,St. Louis,,,
4319,Houston,,,
4320,Houston,,,
4322,Houston,,,
4325,St. Louis,,,
4327,St. Louis,,,
4328,Houston,,,
4329,St. Louis,,,
4330,St. Louis,,,
4332,Houston,,,
4334,Houston,,,
4335,Houston,,,
4336,Houston,,,
4337,St. Louis,,,
4338,Houston,,,
4342,St. Louis,,,
4343,St. Louis,,,
4348,Houston,,,
4353,Houston,,,
4355,Houston,,,
4356,St. Louis,,,
4357,St. Louis,,,
4360,St. Louis,,,
4361,St. Louis,,,
4362,St. Louis,,,
4364,Houston,,,
4371,Houston,,,
4373,St. Louis,,,
4375,St. Louis,,,
4376,St. Louis,,,
4377,St. Louis,,,
4378,Houston,,,
4380,St. Louis,,,
4381,St. Louis,,,
4382,St. Louis,,,
4383,St. Louis,,,
4384,St. Louis,,,
4386,Houston,,,
4388,Houston,,,
4390,St. Louis,,,
4391,St. Louis,,,
4392,St. Louis,,,
4395,St. Louis,,,
4397,St. Louis,,,
4398,St. Louis,,,
4400,Houston,,,
4401,Houston,,,
4403,Houston,,,
4404,St. Louis,,,
4405,St. Louis,,,
4408,St. Louis,,,
4409,St. Louis,,,
4412,Houston,,,
4415,Houston,,,
4416,Houston,,,
4418,Houston,,,
4450,Houston,,,
4451,Houston,,,
4453,St. Louis,,,
4454,St. Louis,,,
4455,St. Louis,,,
4456,St. Louis,,,
4458,St. Louis,,,
4459,Houston,,,
4461,Houston,,,
4462,Houston,,,
4464,St. Louis,,,
4466,St. Louis,,,
4467,St. Louis,,,
4468,Houston,,,
4469,Houston,,,
4470,Houston,,,
4471,Houston,,,
4472,St. Louis,,,
4473,St. Louis,,,
4476,St. Louis,,,
4480,St. Louis,,,
4481,St. Louis,,,
4482,St. Louis,,,
4485,St. Louis,,,
4486,Houston,,,
4488,Houston,,,
4490,Houston,,,
4491,St. Louis,,,
4495,Houston,,,
4496,Houston,,,
4499,Houston,,,
4500,St. Louis,,,
4501,Houston,,,
4504,Houston,,,
4505,St. Louis,,,
4506,St. Louis,,,
4507,St. Louis,,,
4508,St. Louis,,,
4509,Houston,,,
4511,St. Louis,,,
4512,Houston,,,
4513,Houston,,,
4514,St. Louis,,,
4516,Houston,,,
4517,Houston,,,
4519,St. Louis,,,
4521,St. Louis,,,
4522,St. Louis,,,
4523,Houston,,,
4524,Houston,,,
4525,St. Louis,,,
4528,St. Louis,,,
4529,Houston,,,
4531,St. Louis,,,
4533,Houston,,,
4534,Houston,,,
4536,St. Louis,,,
4537,Houston,,,
4539,St. Louis,,,
4541,St. Louis,,,
4543,Houston,,,
4546,St. Louis,,,
4547,St. Louis,,,
4549,St. Louis,,,
4550,Houston,,,
4555,St. Louis,,,
4557,St. Louis,,,
4561,Houston,,,
4562,Houston,,,
4564,St. Louis,,,
4565,Houston,,,
4567,St. Louis,,,
4568,St. Louis,,,
4571,St. Louis,,,
4572,St. Louis,,,
4573,St. Louis,,,
4575,St. Louis,,,
4576,Houston,,,
4578,Houston,,,
4579,Houston,,,
4580,St. Louis,,,
4582,Houston,,,
4583,Houston,,,
4584,Houston,,,
4585,Houston,,,
4586,Houston,,,
4587,Houston,,,
4590,Houston,,,
4592,Houston,,,
4593,St. Louis,,,
4594,St. Louis,,,
4595,St. Louis,,,
4597,Houston,,,
4598,Houston,,,
4600,St. Louis,,,
4601,St. Louis,,,
4603,Houston,,,
4604,Houston,,,
4607,St. Louis,,,
4608,Houston,,,
4610,Houston,,,
4611,St. Louis,,,
4613,Houston,,,
4614,Houston,,,
4616,Houston,,,
4618,St. Louis,,,
4619,Houston,,,
4622,Houston,,,
4623,St. Louis,,,
4624,St. Louis,,,
4625,Houston,,,
4626,St. Louis,,,
4627,Houston,,,
4628,St. Louis,,,
4630,Houston,,,
4632,St. Louis,,,
4634,Houston,,,
4635,Houston,,,
4637,St. Louis,,,
4638,St. Louis,,,
4639,Houston,,,
4640,St. Louis,,,
4641,Houston,,,
4643,Houston,,,
4645,St. Louis,,,
4646,St. Louis,,,
4648,St. Louis,,,
4649,Houston,,,
4653,St. Louis,,,
4655,St. Louis,,,
4656,St. Louis,,,
4657,St. Louis,,,
4661,Houston,,,
4662,Houston,,,
4663,St. Louis,,,
4664,St. Louis,,,
4665,St. Louis,,,
4669,Houston,,,
4674,St. Louis,,,
4678,St. Louis,,,
4680,St. Louis,,,
4681,Houston,,,
4682,Houston,,,
4683,Houston,,,
4685,Houston,,,
4687,St. Louis,,,
4688,St. Louis,,,
4692,Houston,,,
4693,St. Louis,,,
4694,Houston,,,
4696,Houston,,,
4698,Houston,,,
4701,Houston,,,
4704,St. Louis,,,
4707,Houston,,,
4711,Houston,,,
4715,St. Louis,,,
4717,Houston,,,
4723,Houston,,,
4726,Houston,,,
4728,St. Louis,,,
4729,Houston,,,
4730,Houston,,,
4731,Houston,,,
4732,St. Louis,,,
4733,Houston,,,
4734,Houston,,,
4735,Houston,,,
4737,St. Louis,,,
4738,Houston,,,
4739,Houston,,,
4740,Houston,,,
4741,St. Louis,,,
4744,Houston,,,
4746,Houston,,,
4748,Houston,,,
4749,Houston,,,
4750,St. Louis,,,
4757,Houston,,,
4758,St. Louis,,,
4761,St. Louis,,,
4762,St. Louis,,,
4763,Houston,,,
4765,Houston,,,
4767,Houston,,,
4768,St. Louis,,,
4769,Houston,,,
4773,St. Louis,,,
4774,Houston,,,
4775,Houston,,,
4776,St. Louis,,,
4777,St. Louis,,,
4778,St. Louis,,,
4779,St. Louis,,,
4780,St. Louis,,,
4782,Houston,,,
4783,St. Louis,,,
4784,Houston,,,
4786,St. Louis,,,
4787,St. Louis,,,
4792,Houston,,,
4795,Houston,,,
4796,St. Louis,,,
4799,Houston,,,
4801,Houston,,,
4802,Houston,,,
4804,St. Louis,,,
4809,St. Louis,,,
4810,St. Louis,,,
4811,St. Louis,,,
4814,St. Louis,,,
4815,St. Louis,,,
4816,Houston,,,
4817,Houston,,,
4818,St. Louis,,,
4819,St. Louis,,,
4821,St. Louis,,,
4823,Houston,,,
4824,St. Louis,,,
4827,St. Louis,,,
4828,Houston,,,
4829,Houston,,,
4835,St. Louis,,,
4838,St. Louis,,,
4840,St. Louis,,,
4841,Houston,,,
4845,St. Louis,,,
4847,Houston,,,
4851,St. Louis,,,
4854,St. Louis,,,
4855,St. Louis,,,
4856,St. Louis,,,
4859,St. Louis,,,
4902,St. Louis,,,
4903,St. Louis,,,
4904,Houston,,,
4905,St. Louis,,,
4906,St. Louis,,,
4907,St. Louis,,,
4908,St. Louis,,,
4909,St. Louis,,,
4910,Houston,,,
4911,Houston,,,
4913,Houston,,,
4914,St. Louis,,,
4915,Houston,,,
4917,St. Louis,,,
4918,Houston,,,
4919,Houston,,,
4920,St. Louis,,,
4924,Houston,,,
4925,St. Louis,,,
4926,St. Louis,,,
4929,St. Louis,,,
4930,St. Louis,,,
4931,St. Louis,,,
4932,St. Louis,,,
4933,Houston,,,
4935,Houston,,,
4936,St. Louis,,,
4938,St. Louis,,,
4939,St. Louis,,,
4940,St. Louis,,,
4941,Houston,,,
4942,St. Louis,,,
4943,St. Louis,,,
4944,Houston,,,
4946,St. Louis,,,
4947,St. Louis,,,
4949,St. Louis,,,
4950,St. Louis,,,
4951,St. Louis,,,
4952,St. Louis,,,
4954,St. Louis,,,
4955,St. Louis,,,
4956,St. Louis,,,
4957,St. Louis,,,
4958,St. Louis,,,
4959,St. Louis,,,
4961,St. Louis,,,
4964,Houston,,,
4965,Houston,,,
4967,St. Louis,,,
4968,St. Louis,,,
4970,St. Louis,,,
4973,Houston,,,
4976,St. Louis,,,
4978,Houston,,,
4979,St. Louis,,,
4980,Houston,,,
4982,St. Louis,,,
4983,St. Louis,,,
4984,Houston,,,
4985,Houston,,,
4987,St. Louis,,,
4988,St. Louis,,,
4990,Houston,,,
4991,St. Louis,,,
4992,St. Louis,,,
4994,St. Louis,,,
4998,St. Louis,,,
4999,Houston,,,
5000,St. Louis,,,
5001,Houston,,,
5002,Houston,,,
5003,St. Louis,,,
5005,Houston,,,
5006,Houston,,,
5010,St. Louis,,,
5012,Houston,,,
5013,St. Louis,,,
5015,Houston,,,
5016,St. Louis,,,
5019,St. Louis,,,
5020,Houston,,,
5022,Houston,,,
5024,St. Louis,,,
5025,Houston,,,
5026,Houston,,,
5027,Houston,,,
5030,St. Louis,,,
5031,St. Louis,,,
5032,St. Louis,,,
5033,St. Louis,,,
5036,St. Louis,,,
5038,Houston,,,
5039,St. Louis,,,
5041,St. Louis,,,
5045,Houston,,,
5046,St. Louis,,,
5047,Houston,,,
5048,St. Louis,,,
5049,Houston,,,
5050,St. Louis,,,
5052,Houston,,,
5053,St. Louis,,,
5056,St. Louis,,,
5057,Houston,,,
5058,Houston,,,
5059,Houston,,,
5063,Houston,,,
5065,St. Louis,,,
5066,St. Louis,,,
5067,St. Louis,,,
5069,St. Louis,,,
5070,Houston,,,
5071,Houston,,,
5072,St. Louis,,,
5074,Houston,,,
5076,St. Louis,,,
5077,St. Louis,,,
5078,Houston,,,
5082,St. Louis,,,
5084,St. Louis,,,
5085,Houston,,,
5086,St. Louis,,,
5087,Houston,,,
5089,Houston,,,
5090,St. Louis,,,
5092,St. Louis,,,
5093,Houston,,,
5095,St. Louis,,,
5096,St. Louis,,,
5098,St. Louis,,,
5099,St. Louis,,,
5101,Houston,,,
5102,Houston,,,
5103,Houston,,,
5104,Houston,,,
5107,Houston,,,
5109,Houston,,,
5110,St. Louis,,,
5111,Houston,,,
5112,St. Louis,,,
5113,St. Louis,,,
5114,St. Louis,,,
5115,St. Louis,,,
5118,Houston,,,
5119,St. Louis,,,
5122,St. Louis,,,
5123,St. Louis,,,
5124,Houston,,,
5125,St. Louis,,,
5126,St. Louis,,,
5129,St. Louis,,,
5132,Houston,,,
5133,Houston,,,
5134,Houston,,,
5135,Houston,,,
5136,Houston,,,
5137,Houston,,,
5141,St. Louis,,,
5142,St. Louis,,,
5143,St. Louis,,,
5144,St. Louis,,,
5145,Houston,,,
5146,St. Louis,,,
5147,St. Louis,,,
5148,St. Louis,,,
5149,St. Louis,,,
5150,St. Louis,,,
5152,St. Louis,,,
5153,Houston,,,
5155,St. Louis,,,
5156,St. Louis,,,
5159,Houston,,,
5160,Houston,,,
5161,St. Louis,,,
5162,St. Louis,,,
5166,St. Louis,,,
5167,St. Louis,,,
5168,Houston,,,
5171,Houston,,,
5172,St. Louis,,,
5173,St. Louis,,,
5175,St. Louis,,,
5176,St. Louis,,,
5178,Houston,,,
5179,St. Louis,,,
5180,Houston,,,
5181,St. Louis,,,
5182,St. Louis,,,
5183,St. Louis,,,
5186,Houston,,,
5188,St. Louis,,,
5189,St. Louis,,,
5190,Houston,,,
5193,St. Louis,,,
5194,St. Louis,,,
5196,Houston,,,
5197,St. Louis,,,
5198,Houston,,,
5199,Houston,,,
5200,Houston,,,
5201,St. Louis,,,
5202,St. Louis,,,
5203,St. Louis,,,
5204,St. Louis,,,
5205,St. Louis,,,
5207,Houston,,,
5209,Houston,,,
5212,Houston,,,
5213,St. Louis,,,
5214,St. Louis,,,
5215,St. Louis,,,
5216,St. Louis,,,
5217,St. Louis,,,
5219,Houston,,,
5222,St. Louis,,,
5225,St. Louis,,,
5227,St. Louis,,,
5229,St. Louis,,,
5230,St. Louis,,,
5231,St. Louis,,,
5232,St. Louis,,,
5234,St. Louis,,,
5235,St. Louis,,,
5236,St. Louis,,,
5238,St. Louis,,,
5239,St. Louis,,,
5241,Houston,,,
5242,Houston,,,
5243,St. Louis,,,
5247,St. Louis,,,
5248,St. Louis,,,
5251,St. Louis,,,
5253,St. Louis,,,
5254,St. Louis,,,
5255,St. Louis,,,
5256,St. Louis,,,
5257,St. Louis,,,
5260,St. Louis,,,
5261,Houston,,,
5263,St. Louis,,,
5265,St. Louis,,,
5268,St. Louis,,,
5271,St. Louis,,,
5273,Houston,,,
5274,Houston,,,
5275,St. Louis,,,
5276,Houston,,,
5278,St. Louis,,,
5279,St. Louis,,,
5282,St. Louis,,,
5283,Houston,,,
5285,Houston,,,
5288,St. Louis,,,
5290,St. Louis,,,
5291,Houston,,,
5293,Houston,,,
5295,Houston,,,
5298,St. Louis,,,
5299,St. Louis,,,
5308,Houston,,,
5310,St. Louis,,,
5312,Houston,,,
5314,St. Louis,,,
5316,St. Louis,,,
5317,Houston,,,
5318,St. Louis,,,
5324,St. Louis,,,
5325,Houston,,,
5326,St. Louis,,,
5327,Houston,,,
5329,Houston,,,
5331,Houston,,,
5332,Houston,,,
5333,Houston,,,
5338,St. Louis,,,
5339,St. Louis,,,
5340,St. Louis,,,
5344,Houston,,,
5347,St. Louis,,,
5348,St. Louis,,,
5350,St. Louis,,,
5401,St. Louis,,,
5402,St. Louis,,,
5403,St. Louis,,,
5404,St. Louis,,,
5406,St. Louis,,,
5407,St. Louis,,,
5408,St. Louis,,,
5409,St. Louis,,,
5410,Houston,,,
5411,Houston,,,
5412,St. Louis,,,
5413,St. Louis,,,
5414,Houston,,,
5417,Houston,,,
5418,St. Louis,,,
5420,St. Louis,,,
5421,St. Louis,,,
5422,St. Louis,,,
5423,St. Louis,,,
5424,St. Louis,,,
5426,St. Louis,,,
5427,Houston,,,
5428,St. Louis,,,
5429,Houston,,,
5430,Houston,,,
5431,Houston,,,
5432,Houston,,,
5434,St. Louis,,,
5436,St. Louis,,,
5437,Houston,,,
5438,St. Louis,,,
5439,St. Louis,,,
5440,St. Louis,,,
5442,St. Louis,,,
5443,St. Louis,,,
5445,Houston,,,
5447,St. Louis,,,
5448,St. Louis,,,
5449,Houston,,,
5450,Houston,,,
5451,Houston,,,
5453,Houston,,,
5454,Houston,,,
5457,St. Louis,,,
5458,Houston,,,
5459,St. Louis,,,
5460,St. Louis,,,
5461,Houston,,,
5462,St. Louis,,,
5464,St. Louis,,,
5465,Houston,,,
5467,St. Louis,,,
5468,Houston,,,
5470,St. Louis,,,
5471,St. Louis,,,
5472,Houston,,,
5473,St. Louis,,,
5474,Houston,,,
5477,Houston,,,
5478,St. Louis,,,
5480,Houston,,,
5482,Houston,,,
5483,St. Louis,,,
5484,St. Louis,,,
5486,St. Louis,,,
5487,St. Louis,,,
5490,St. Louis,,,
5491,St. Louis,,,
5492,St. Louis,,,
5493,Houston,,,
5495,Houston,,,
5496,Houston,,,
5498,St. Louis,,,
5499,Houston,,,
5500,Houston,,,
5501,St. Louis,,,
5502,St. Louis,,,
5503,Houston,,,
5504,St. Louis,,,
5505,St. Louis,,,
5506,St. Louis,,,
5507,Houston,,,
5508,Houston,,,
5509,St. Louis,,,
5510,Houston,,,
5511,Houston,,,
5512,Houston,,,
5514,Houston,,,
5515,Houston,,,
5516,Houston,,,
5517,St. Louis,,,
5518,Houston,,,
5519,St. Louis,,,
5522,Houston,,,
5523,St. Louis,,,
5524,St. Louis,,,
5525,St. Louis,,,
5526,Houston,,,
5527,St. Louis,,,
5528,St. Louis,,,
5530,St. Louis,,,
5531,St. Louis,,,
5532,St. Louis,,,
5533,St. Louis,,,
5534,St. Louis,,,
5535,St. Louis,,,
5536,Houston,,,
5538,St. Louis,,,
5541,St. Louis,,,
5542,St. Louis,,,
5544,Houston,,,
5546,St. Louis,,,
5547,St. Louis,,,
5549,St. Louis,,,
5550,Houston,,,
5551,Houston,,,
5552,St. Louis,,,
5553,St. Louis,,,
5554,Houston,,,
5555,St. Louis,,,
5556,St. Louis,,,
5557,Houston,,,
5558,Houston,,,
5559,St. Louis,,,
5560,St. Louis,,,
5561,St. Louis,,,
5562,St. Louis,,,
5563,St. Louis,,,
5564,Houston,,,
5565,Houston,,,
5567,St. Louis,,,
5568,Houston,,,
5569,St. Louis,,,
5570,St. Louis,,,
5572,Houston,,,
5573,Houston,,,
5576,St. Louis,,,
5577,St. Louis,,,
5578,Houston,,,
5582,Houston,,,
5583,St. Louis,,,
5584,Houston,,,
5585,St. Louis,,,
5586,St. Louis,,,
5587,St. Louis,,,
5588,Houston,,,
5589,St. Louis,,,
5590,St. Louis,,,
5593,Houston,,,
5595,St. Louis,,,
5596,St. Louis,,,
5597,Houston,,,
5599,St. Louis,,,
5603,St. Louis,,,
5605,Houston,,,
5606,Houston,,,
5607,Houston,,,
5608,Houston,,,
5610,St. Louis,,,
5611,Houston,,,
5612,St. Louis,,,
5613,Houston,,,
5614,Houston,,,
5616,Houston,,,
5618,St. Louis,,,
5619,St. Louis,,,
5621,Houston,,,
5622,St. Louis,,,
5623,St. Louis,,,
5624,St. Louis,,,
5625,Houston,,,
5626,St. Louis,,,
5627,Houston,,,
5630,Houston,,,
5632,Houston,,,
5633,St. Louis,,,
5634,Houston,,,
5635,Houston,,,
5636,Houston,,,
5637,St. Louis,,,
5638,St. Louis,,,
5639,Houston,,,
5641,St. Louis,,,
5642,St. Louis,,,
5648,Houston,,,
5651,Houston,,,
5652,St. Louis,,,
5653,St. Louis,,,
5654,Houston,,,
5657,Houston,,,
5658,St. Louis,,,
5659,St. Louis,,,
5660,St. Louis,,,
5661,St. Louis,,,
5662,St. Louis,,,
5663,Houston,,,
5664,St. Louis,,,
5665,Houston,,,
5666,St. Louis,,,
5667,St. Louis,,,
5669,Houston,,,
5672,St. Louis,,,
5674,St. Louis,,,
5675,St. Louis,,,
5676,St. Louis,,,
5677,Houston,,,
5678,Houston,,,
5679,Houston,,,
5680,St. Louis,,,
5681,Houston,,,
5682,Houston,,,
5683,Houston,,,
5684,St. Louis,,,
5685,St. Louis,,,
5686,St. Louis,,,
5687,St. Louis,,,
5688,St. Louis,,,
5689,St. Louis,,,
5690,St. Louis,,,
5694,St. Louis,,,
5695,St. Louis,,,
5696,Houston,,,
5697,St. Louis,,,
5700,Houston,,,
5701,St. Louis,,,
5702,St. Louis,,,
5703,St. Louis,,,
5704,St. Louis,,,
5705,Houston,,,
5706,St. Louis,,,
5708,St. Louis,,,
5709,St. Louis,,,
