PCHStateChampionship,gacmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
3091,100 Scholars,3,5.79,-0.66,-0.02,-0.21,0.10,0.00,6.08,0.10,-1.00,-1.00,2.03,11.65,-0.15,-0.18,-0.05,0.33,0.33,0.14,-0.02,27.49,1.03,-1.00,-1.00,61.21,0.37,-0.02,0.33,33.77,0.60,-1.00,-1.00,0.00,-0.02,0.20,-0.04,0.11,-0.20,3.69,-5.21,33.57,0.79,1.13,-1.00,-1.00,-0.27,67.66,66.11,0.07,14.90,1439,,,,,
1311,Kell Robotics,3,4.69,-0.00,1.07,1.07,-0.15,0.00,-9.11,-0.15,-1.00,-1.00,-3.04,-3.35,-0.58,10.39,3.22,0.33,0.41,-0.04,0.00,34.14,0.83,-1.00,-1.00,80.23,0.19,0.41,0.26,42.87,0.57,-1.00,-1.00,0.00,0.00,0.18,-0.07,0.15,-0.03,4.76,-1.08,25.03,0.70,0.68,-1.00,-1.00,4.30,75.80,76.15,0.20,18.36,1418,,,,,
4468,Fernbank LINKS,3,4.88,0.23,-0.03,0.04,0.17,0.00,10.12,0.17,-1.00,-1.00,3.37,15.05,-0.19,-0.21,-0.07,0.33,0.31,0.55,0.00,41.23,2.66,-1.00,-1.00,82.36,0.47,0.16,0.20,41.20,0.53,-1.00,-1.00,0.00,0.00,0.13,-0.00,-0.21,0.15,-4.57,3.75,51.35,1.20,2.83,-1.00,-1.00,-0.03,101.16,101.30,0.19,66.45,1572,,,,,
4112,EagleBots,3,4.70,0.69,0.06,0.24,0.18,0.00,10.77,0.18,-1.00,-1.00,3.59,15.71,-0.18,0.42,0.09,0.33,0.33,0.24,-0.01,28.67,1.39,-1.00,-1.00,59.29,0.31,-0.12,0.42,30.52,0.53,-1.00,-1.00,0.00,-0.01,0.15,-0.00,-0.02,0.13,0.27,3.22,39.45,0.90,1.57,-1.00,-1.00,0.33,78.22,77.50,0.25,38.48,1517,,,,,
4516,Hyperion,3,5.18,0.37,-0.03,0.08,0.12,0.00,7.40,0.12,-1.00,-1.00,2.47,12.67,0.43,-0.06,0.06,0.33,0.43,0.15,-0.00,31.47,1.30,-1.00,-1.00,52.33,-0.26,0.35,0.33,20.80,0.53,-1.00,-1.00,0.00,-0.00,0.41,0.24,-0.06,0.25,0.51,7.36,38.87,0.91,1.43,-1.00,-1.00,0.14,72.35,71.97,0.47,33.29,1487,,,,,
5293,Metal Crusaders,3,4.54,-0.01,1.30,1.30,0.15,0.00,9.18,0.15,-1.00,-1.00,3.06,15.03,-0.53,-0.40,-0.17,0.35,0.40,0.56,-0.02,45.85,2.83,-1.00,-1.00,89.00,0.36,0.29,0.21,43.32,0.53,-1.00,-1.00,0.00,-0.02,-0.04,0.18,-0.13,0.19,-3.47,5.70,55.04,1.30,2.98,-1.00,-1.00,1.13,109.73,108.01,0.63,76.62,1585,,,,,
6177,Atomic-Robotic-Dogs,3,5.83,0.72,-0.02,0.19,0.08,0.00,4.84,0.08,-1.00,-1.00,1.61,10.86,-0.18,1.58,0.37,0.33,0.38,0.11,0.01,30.00,1.14,-1.00,-1.00,45.94,0.16,0.06,0.09,15.57,0.53,-1.00,-1.00,0.00,0.01,0.01,-0.05,0.50,-0.13,12.47,-3.55,34.84,0.83,1.22,-1.00,-1.00,0.57,53.26,54.00,0.13,-19.10,1405,,,,,
3581,THINC. ROBOTICS,3,5.10,7.81,0.01,2.49,0.33,0.00,19.64,0.33,-1.00,-1.00,6.55,27.23,-0.24,-0.54,-0.15,0.33,0.30,0.32,-0.01,24.37,1.47,-1.00,-1.00,67.46,0.40,0.30,0.16,43.25,0.50,-1.00,-1.00,0.00,-0.01,-0.10,0.40,-0.08,0.20,-2.50,7.11,44.00,0.94,1.80,-1.00,-1.00,2.34,101.80,100.52,0.24,20.02,1435,,,,,
6023,DISCBOTS,3,5.00,0.00,0.32,0.32,0.12,0.00,7.41,0.12,-1.00,-1.00,2.47,12.73,-0.04,-0.40,-0.19,0.24,0.37,0.24,0.01,29.83,1.58,-1.00,-1.00,43.73,0.13,0.10,0.05,14.09,0.50,-1.00,-1.00,0.00,0.01,0.05,0.05,0.24,-0.03,6.30,-0.40,37.25,0.87,1.71,-1.00,-1.00,0.12,56.06,57.47,0.20,23.76,1428,,,,,
5332,Toaster Tech,3,5.65,-0.94,-0.07,-0.35,0.10,0.00,6.13,0.10,-1.00,-1.00,2.04,11.43,-0.21,0.25,0.03,0.33,0.30,0.23,-0.01,30.07,1.34,-1.00,-1.00,71.33,0.32,0.30,0.20,41.23,0.47,-1.00,-1.00,0.00,-0.01,0.64,0.13,0.08,0.16,5.17,4.58,36.19,0.85,1.44,-1.00,-1.00,-0.31,87.33,85.85,0.26,30.61,1479,,,,,
