ChampionshipStLouis,cmpmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
4143,MARS/ WARS,3,3.10,-0.00,4.13,4.13,0.54,0.00,32.48,0.54,-1.00,-1.00,10.83,39.71,-0.37,-0.90,-0.37,0.33,0.28,0.43,0.00,20.41,1.76,-1.00,-1.00,81.33,0.46,0.33,0.43,61.29,1.00,-1.00,-1.00,-0.01,0.00,0.22,0.25,0.01,-0.15,1.46,-2.51,52.89,1.05,2.31,-1.00,-1.00,3.76,118.53,118.37,0.65,75.69,1701,,,,,
4241,Joliet Cyborgs ,3,5.02,0.08,-0.81,-0.78,-0.14,0.00,-8.12,-0.14,-1.00,-1.00,-2.71,-3.88,-1.03,-1.31,-0.50,0.33,0.33,-0.10,0.01,28.51,0.46,-1.00,-1.00,77.88,-0.00,0.47,0.53,49.88,0.78,-1.00,-1.00,-0.03,0.01,0.12,0.17,0.12,0.34,3.63,9.39,20.38,0.58,0.32,-1.00,-1.00,-1.28,83.39,83.60,0.30,-5.16,1432,,,,,
4253,Raid Zero,3,5.16,0.00,-0.41,-0.41,0.56,0.00,33.86,0.56,-1.00,-1.00,11.29,38.61,0.16,-6.95,-2.30,0.34,0.36,0.55,0.09,30.89,2.89,-1.00,-1.00,81.35,0.59,0.20,0.26,52.76,0.88,-1.00,-1.00,-0.03,0.09,0.21,-0.09,-0.09,0.11,-1.20,2.29,64.74,1.34,3.46,-1.00,-1.00,-2.71,122.24,130.75,0.65,77.10,1618,,,,,
4481,Team Rembrandts,3,4.24,0.07,-0.24,-0.22,0.08,0.00,4.56,0.08,-1.00,-1.00,1.52,8.58,0.51,0.05,-0.01,0.33,0.38,0.69,-0.04,51.68,3.22,-1.00,-1.00,78.06,-0.03,0.27,0.28,26.39,0.80,-1.00,-1.00,0.00,-0.04,0.18,0.16,0.58,0.16,15.44,4.87,56.24,1.37,3.30,-1.00,-1.00,-0.22,91.51,88.01,0.39,49.96,1604,,,,,
4485,Tribe Tech Robotics,3,5.03,0.00,0.20,0.20,0.21,0.00,12.54,0.21,-1.00,-1.00,4.18,17.78,-0.02,-3.80,-1.30,0.33,0.35,0.34,0.17,39.32,2.85,-1.00,-1.00,64.47,0.14,0.15,0.24,26.45,0.71,-1.00,-1.00,0.00,0.17,-0.13,0.10,0.17,0.32,3.49,8.39,51.86,1.19,3.06,-1.00,-1.00,-1.10,90.64,107.43,-0.03,-34.38,1442,,,,,
4506,PioNerds,3,5.24,-0.01,-0.01,-0.01,0.05,0.00,3.21,0.05,-1.00,-1.00,1.07,8.43,-0.91,-0.04,-0.10,0.33,0.35,0.01,-0.09,22.19,0.16,-1.00,-1.00,56.26,0.13,0.38,0.17,34.16,0.75,-1.00,-1.00,0.00,-0.09,0.18,-0.02,0.09,-0.27,3.18,-6.95,25.40,0.61,0.22,-1.00,-1.00,-0.11,57.75,49.16,0.17,-31.67,1420,,,,,
4508,Nuts and Bots,3,5.58,-0.01,0.73,0.73,0.13,0.00,7.69,0.13,-1.00,-1.00,2.56,14.01,-0.46,4.44,1.44,0.33,0.37,0.38,0.08,41.29,2.60,-1.00,-1.00,83.78,0.48,0.20,0.15,41.05,0.72,-1.00,-1.00,0.03,0.08,-0.04,0.00,-0.12,0.72,-3.09,18.07,48.98,1.16,2.73,-1.00,-1.00,2.18,115.85,124.12,0.40,57.44,1577,,,,,
4522,Team SCREAM,3,5.00,0.00,0.01,0.01,0.34,0.00,20.63,0.34,-1.00,-1.00,6.88,25.65,0.42,-0.15,0.02,0.33,0.20,-0.20,0.00,-0.52,-0.62,-1.00,-1.00,53.83,0.45,0.30,0.34,54.34,1.00,-1.00,-1.00,0.00,0.00,0.18,0.03,-0.09,0.13,-1.45,3.47,20.11,0.33,-0.27,-1.00,-1.00,0.04,82.95,82.95,-0.01,-40.74,1517,,,,,
4539,KAOTIC Robotics,3,5.38,0.58,0.14,0.22,-0.02,0.00,-1.12,-0.02,-1.00,-1.00,-0.37,4.48,7.78,0.98,0.98,0.33,0.33,0.39,0.18,50.38,3.35,-1.00,-1.00,86.73,0.15,0.29,0.27,35.37,0.85,-1.00,-1.00,0.00,0.18,0.10,0.13,0.05,0.43,1.78,11.29,49.26,1.24,3.33,-1.00,-1.00,1.20,102.50,120.79,0.09,7.32,1537,,,,,
4859,The CyBears,3,3.75,0.00,0.06,0.06,0.27,0.00,16.26,0.27,-1.00,-1.00,5.42,20.08,-0.96,2.46,0.72,0.33,0.40,0.11,-0.01,22.26,0.87,-1.00,-1.00,67.79,0.05,0.48,0.36,44.81,0.82,-1.00,-1.00,0.00,-0.01,-0.04,0.11,0.39,0.31,9.57,8.23,38.52,0.83,1.14,-1.00,-1.00,0.78,96.09,95.13,0.33,59.12,1579,,,,,
4926,GalacTech,3,4.92,0.00,-0.15,-0.15,0.17,0.00,10.37,0.17,-1.00,-1.00,3.46,15.14,-0.01,-0.65,-0.23,0.33,0.26,0.24,0.08,29.48,1.77,-1.00,-1.00,91.06,0.36,0.40,0.47,61.81,0.87,-1.00,-1.00,0.00,0.08,-0.16,-0.18,0.33,-0.13,7.47,-4.06,39.85,0.91,1.94,-1.00,-1.00,-0.38,102.14,110.10,0.19,16.89,1540,,,,,
4959,Millennium Falcons,3,5.09,0.00,-0.46,-0.46,0.33,0.00,19.61,0.33,-1.00,-1.00,6.54,24.24,-0.47,0.65,0.25,0.33,0.38,0.23,0.06,27.02,1.70,-1.00,-1.00,62.22,0.08,0.24,0.38,34.95,0.71,-1.00,-1.00,-0.00,0.06,-0.07,0.09,0.15,0.14,3.43,3.99,46.63,1.00,2.03,-1.00,-1.00,-0.21,90.44,96.14,0.32,45.83,1538,,,,,
4961,Shock and Awe-sum,3,4.95,-0.08,-0.81,-0.83,0.28,0.00,16.60,0.28,-1.00,-1.00,5.53,20.72,3.68,-0.56,0.22,0.35,0.39,0.48,0.00,37.77,2.45,-1.00,-1.00,61.67,0.28,-0.11,0.31,23.68,0.65,-1.00,-1.00,-0.03,0.00,0.04,0.18,-0.10,0.09,-2.40,3.17,54.37,1.22,2.72,-1.00,-1.00,-0.61,85.56,84.95,0.28,33.92,1510,,,,,
4991,Horsepower,3,4.00,-0.15,0.33,0.30,0.15,0.00,9.17,0.15,-1.00,-1.00,3.06,13.46,-0.12,-0.56,-0.15,0.33,0.40,0.09,0.06,28.99,1.34,-1.00,-1.00,74.63,0.29,0.28,0.35,45.79,0.76,-1.00,-1.00,0.00,0.06,-0.15,-0.02,0.35,0.13,7.94,3.22,38.16,0.88,1.49,-1.00,-1.00,0.15,91.31,96.98,0.16,22.93,1539,,,,,
5123,Mechadogs,3,4.69,-0.06,-0.11,-0.09,-0.08,0.00,-5.10,-0.08,-1.00,-1.00,-1.70,-0.49,0.83,-0.88,-0.20,0.35,0.38,-0.29,-0.05,19.60,-0.56,-1.00,-1.00,16.12,0.10,0.03,-0.20,-3.28,0.30,-1.00,-1.00,0.00,-0.05,-0.00,-0.04,0.39,0.62,9.74,15.19,14.50,0.41,-0.64,-1.00,-1.00,-0.29,30.82,26.28,0.04,-58.63,1295,,,,,
5243,Centreville Robotics,3,4.94,0.14,-0.01,0.00,0.11,0.00,6.70,0.11,-1.00,-1.00,2.23,11.64,-0.41,0.01,-0.03,0.33,0.34,0.02,0.00,23.26,0.65,-1.00,-1.00,15.03,0.18,-0.22,-0.13,-8.20,0.25,-1.00,-1.00,0.00,0.00,0.23,0.08,0.22,-0.12,6.72,-2.68,29.95,0.69,0.76,-1.00,-1.00,-0.03,23.98,23.98,-0.04,-46.43,1356,,,,,
5528,Ultime,3,4.27,-0.03,3.74,3.73,-0.12,0.00,-7.04,-0.12,-1.00,-1.00,-2.35,0.97,-0.57,-7.56,-2.60,0.33,0.30,0.24,0.00,39.68,1.62,-1.00,-1.00,49.47,0.09,0.21,-0.06,12.39,0.53,-1.00,-1.00,-0.02,0.00,0.02,0.08,0.81,0.40,20.36,10.33,32.64,0.87,1.50,-1.00,-1.00,1.14,60.77,60.43,0.30,-1.39,1548,,,,,
5553,Robo'Lyon,3,4.94,-0.09,0.27,0.25,0.25,0.00,14.98,0.25,-1.00,-1.00,4.99,20.16,-0.75,7.70,2.50,0.33,0.34,0.09,0.00,20.45,0.78,-1.00,-1.00,53.16,0.30,0.18,0.12,30.21,0.80,-1.00,-1.00,0.11,0.00,-0.07,-0.05,0.04,0.83,0.62,20.56,35.43,0.76,1.03,-1.00,-1.00,2.74,93.89,96.00,0.39,69.71,1586,,,,,
5618,PLS,3,5.06,0.24,0.95,1.02,0.40,0.00,24.21,0.40,-1.00,-1.00,8.07,30.29,-0.11,9.18,2.84,0.33,0.31,0.22,0.00,18.15,1.17,-1.00,-1.00,62.66,0.22,0.27,0.34,41.66,0.67,-1.00,-1.00,0.02,0.00,-0.24,0.54,-0.03,-0.21,-1.83,-2.58,42.36,0.86,1.57,-1.00,-1.00,3.86,90.37,90.75,0.17,19.57,1511,,,,,
5675,WiredCats,3,6.09,-0.01,-0.57,-0.57,0.21,0.00,12.62,0.21,-1.00,-1.00,4.21,18.15,3.03,2.01,0.86,0.33,0.37,0.43,0.15,43.02,3.14,-1.00,-1.00,97.36,0.32,0.27,0.48,53.48,0.95,-1.00,-1.00,0.00,0.15,0.15,-0.12,-0.05,0.00,-0.46,-0.53,55.64,1.29,3.35,-1.00,-1.00,0.29,114.97,129.85,0.24,33.30,1557,,,,,
5690,SubZero Robotics,3,6.11,-0.00,1.38,1.38,0.14,0.00,8.67,0.14,-1.00,-1.00,2.89,16.15,-0.26,0.66,0.15,0.33,0.37,0.44,0.08,42.90,2.83,-1.00,-1.00,80.16,0.42,0.08,0.25,37.10,0.80,-1.00,-1.00,0.00,0.08,-0.00,-0.08,0.17,0.73,4.13,17.94,51.57,1.22,2.98,-1.00,-1.00,1.53,114.24,122.38,0.39,50.77,1546,,,,,
5801,CTC Inspire,3,4.87,0.00,0.26,0.26,0.48,0.00,29.00,0.48,-1.00,-1.00,9.67,34.14,0.68,3.72,1.28,0.33,0.41,0.29,0.01,22.30,1.53,-1.00,-1.00,78.21,0.25,0.48,0.37,54.63,0.80,-1.00,-1.00,-0.01,0.01,0.92,0.09,-0.01,0.44,4.42,11.43,51.30,1.04,2.02,-1.00,-1.00,1.54,123.78,124.21,0.23,69.38,1568,,,,,
5847,Ironclad,3,4.29,1.21,0.88,1.23,0.38,0.00,22.92,0.38,-1.00,-1.00,7.64,28.45,-1.49,3.09,0.85,0.33,0.33,0.52,-0.01,31.70,2.29,-1.00,-1.00,53.01,0.25,0.06,0.10,20.47,0.63,-1.00,-1.00,0.01,-0.01,0.16,0.03,-0.37,0.26,-8.47,6.74,54.62,1.17,2.67,-1.00,-1.00,2.08,88.20,86.87,0.18,11.88,1516,,,,,
5952,RoBuck,3,3.72,-0.09,0.42,0.39,0.20,0.00,12.25,0.20,-1.00,-1.00,4.08,16.35,-0.67,0.52,0.03,0.33,0.48,0.23,0.00,33.29,1.66,-1.00,-1.00,67.39,0.04,0.37,0.27,34.07,0.85,-1.00,-1.00,-0.02,0.00,-0.14,-0.03,0.52,0.37,12.36,9.17,45.54,1.04,1.86,-1.00,-1.00,0.41,92.92,92.57,0.29,17.97,1453,,,,,
5976,CyberSaders,3,5.03,0.57,-0.36,-0.15,0.19,0.00,11.34,0.19,-1.00,-1.00,3.78,16.21,-0.55,-1.31,-0.52,0.33,0.35,0.70,0.07,50.57,3.73,-1.00,-1.00,89.95,0.25,0.05,0.50,39.89,0.84,-1.00,-1.00,0.00,0.07,-0.20,0.12,-0.12,-0.10,-3.86,-1.87,61.91,1.45,3.91,-1.00,-1.00,-0.68,104.29,111.22,0.44,42.39,1528,,,,,
6317,Disruptive Innovation,3,4.18,-0.06,0.86,0.86,-0.11,0.00,-6.72,-0.11,-1.00,-1.00,-2.24,-1.69,0.99,-0.24,-0.00,0.33,0.26,0.07,-0.06,28.52,0.49,-1.00,-1.00,32.98,0.14,-0.27,0.22,4.46,0.56,-1.00,-1.00,0.00,-0.06,0.39,0.07,-0.41,0.05,-8.44,1.66,21.80,0.60,0.38,-1.00,-1.00,0.86,32.96,26.82,0.06,-38.15,1365,,,,,
6318,FE Freedom Engineers,3,5.95,-0.13,0.32,0.29,0.29,0.00,17.12,0.29,-1.00,-1.00,5.71,23.36,1.64,0.56,0.28,0.33,0.32,0.74,-0.03,42.93,3.14,-1.00,-1.00,67.89,0.29,-0.25,0.45,24.68,0.75,-1.00,-1.00,0.00,-0.03,-0.01,0.14,0.10,0.06,2.57,2.30,60.05,1.36,3.43,-1.00,-1.00,0.57,93.54,90.43,0.25,19.89,1434,,,,,
6381,Red Raider Robotics,3,5.24,-0.49,0.06,-0.08,0.14,0.00,8.27,0.14,-1.00,-1.00,2.76,13.42,-0.91,-0.03,-0.12,0.33,0.39,0.29,0.09,38.65,2.36,-1.00,-1.00,81.89,0.16,0.21,0.50,43.36,0.92,-1.00,-1.00,0.00,0.09,0.14,0.01,0.48,0.10,12.81,2.65,46.92,1.10,2.49,-1.00,-1.00,-0.20,97.96,107.26,0.30,52.25,1448,,,,,
6391,Ursuline Bearbotics,3,5.19,-0.01,0.95,0.95,0.30,0.00,18.15,0.30,-1.00,-1.00,6.05,24.29,0.47,1.34,0.43,0.35,0.37,-0.07,-0.03,12.44,-0.02,-1.00,-1.00,4.43,-0.01,-0.22,0.06,-8.44,0.20,-1.00,-1.00,-0.06,-0.03,-0.07,0.01,-0.13,0.11,-3.67,2.88,30.59,0.61,0.28,-1.00,-1.00,1.38,31.60,27.66,-0.17,-59.45,1328,,,,,
6401,Clarkstown North 8-Bit Rams,3,4.51,0.04,0.00,-0.00,0.27,0.00,16.47,0.27,-1.00,-1.00,5.49,20.98,0.12,-0.43,-0.10,0.34,0.41,-0.02,0.02,19.11,0.57,-1.00,-1.00,39.32,0.26,0.35,-0.20,20.31,0.46,-1.00,-1.00,0.00,0.02,0.42,-0.20,0.01,0.24,2.23,4.91,35.57,0.75,0.85,-1.00,-1.00,-0.10,65.20,67.09,0.31,-8.50,1361,,,,,
6419,ICE,3,3.34,0.00,0.25,0.25,0.19,0.00,11.70,0.19,-1.00,-1.00,3.90,15.28,0.21,-6.49,-2.23,0.33,0.38,-0.08,-0.02,16.87,0.15,-1.00,-1.00,36.75,0.17,0.19,0.08,22.12,0.22,-1.00,-1.00,-0.03,-0.02,0.18,-0.19,0.30,-0.08,8.30,-3.09,28.56,0.62,0.35,-1.00,-1.00,-1.99,48.95,46.68,-0.14,-73.45,1334,,,,,
6490,Panther Robotics,3,4.51,-0.01,0.72,0.72,-0.01,0.00,-0.50,-0.01,-1.00,-1.00,-0.17,4.72,-0.32,7.25,2.31,0.33,0.35,0.30,-0.01,39.32,1.85,-1.00,-1.00,62.84,-0.13,0.11,0.44,21.21,0.86,-1.00,-1.00,-0.01,-0.01,-0.02,-0.13,0.30,0.28,7.49,6.39,38.82,0.97,1.84,-1.00,-1.00,3.03,73.96,73.06,0.39,36.68,1469,,,,,
6613,Gogebic Range Robotics,3,5.00,0.00,0.00,0.00,-0.16,0.00,-9.80,-0.16,-1.00,-1.00,-3.27,-4.80,0.12,-1.89,-0.68,0.33,0.35,0.23,0.01,43.39,1.84,-1.00,-1.00,78.02,0.30,0.33,0.08,35.31,0.87,-1.00,-1.00,0.00,0.01,0.17,0.05,0.35,0.13,9.65,3.48,33.59,0.92,1.68,-1.00,-1.00,-0.68,76.70,77.66,0.44,28.15,1415,,,,,
6622,Stan Robotix,3,2.54,0.28,-0.63,-0.54,0.10,0.00,6.26,0.10,-1.00,-1.00,2.09,8.26,0.61,2.30,0.78,0.33,0.33,0.12,0.00,27.21,1.15,-1.00,-1.00,59.15,0.31,0.04,0.28,31.16,0.67,-1.00,-1.00,-0.02,0.00,0.04,0.07,-0.26,0.34,-6.40,8.81,33.47,0.78,1.25,-1.00,-1.00,0.24,76.22,75.85,0.45,36.29,1411,,,,,
6630,F.U.N.  (FieRCely Uknighted Nation),3,4.13,-0.00,0.08,0.08,0.08,0.00,4.55,0.08,-1.00,-1.00,1.52,8.76,1.63,0.14,0.22,0.33,0.33,0.23,0.24,42.35,2.92,-1.00,-1.00,26.05,0.06,-0.03,-0.36,-16.52,0.25,-1.00,-1.00,0.00,0.24,0.10,0.02,-0.08,0.08,-1.44,2.16,46.90,1.13,2.99,-1.00,-1.00,0.30,36.97,60.83,0.15,-17.62,1361,,,,,
6758,Otternauts ,3,5.35,0.00,0.46,0.46,0.05,0.00,3.23,0.05,-1.00,-1.00,1.08,9.03,0.42,-0.17,0.02,0.33,0.29,-0.02,-0.04,20.54,0.35,-1.00,-1.00,44.48,0.15,0.27,0.06,23.92,0.40,-1.00,-1.00,0.00,-0.04,0.19,0.10,0.06,-0.02,2.51,0.05,23.77,0.57,0.41,-1.00,-1.00,0.48,53.57,49.54,0.16,-7.07,1395,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
